visit.id,GU,model,species,lifestage,area.delft,hab.area.suitable,pred.fish,pred.fish.suitable,med,mean,sd,med.suitable,mean.suitable,sd.suitable
2696,Mid Channel Bar,fuzzy,chinook,spawner,33.11,0.6699999999999999,0,0,0.078,0.18,0.125,0.412,0.415,0.01
2696,Pocket Pool,fuzzy,chinook,spawner,10.57,NA,0,0,0.3,0.259,0.086,NA,NA,NA
2696,Pool,fuzzy,chinook,spawner,419.04,236.76000000000002,10,10,0.44,0.464,0.158,0.576,0.58,0.112
2696,Riffle,fuzzy,chinook,spawner,302.94,131.592,1,1,0.356,0.411,0.131,0.527,0.54,0.097
2696,Transition,fuzzy,chinook,spawner,1349.681,703.829,6,6,0.44,0.416,0.184,0.539,0.548,0.095
2696,Bank,fuzzy,steelhead,spawner,587.426,61.61,6,6,0.285,0.306,0.214,0.543,0.556,0.107
2696,Glide-Run,fuzzy,steelhead,spawner,1165.1090000000002,434.749,17,17,0.3,0.403,0.148,0.544,0.568,0.117
2696,Margin Attached Bar,fuzzy,steelhead,spawner,861.951,19.311,0,0,0.078,0.157,0.132,0.449,0.463,0.053
2696,Mid Channel Bar,fuzzy,steelhead,spawner,33.11,0.6699999999999999,0,0,0.078,0.18,0.125,0.412,0.415,0.01
2696,Pocket Pool,fuzzy,steelhead,spawner,10.57,NA,0,0,0.3,0.259,0.086,NA,NA,NA
2696,Pool,fuzzy,steelhead,spawner,419.04,229.45000000000002,13,13,0.44,0.457,0.165,0.579,0.586,0.109
2696,Riffle,fuzzy,steelhead,spawner,302.94,131.592,2,2,0.356,0.411,0.131,0.527,0.54,0.097
2696,Transition,fuzzy,steelhead,spawner,1349.681,697.85,7,7,0.44,0.414,0.186,0.54,0.549,0.095
2696,Bank,fuzzy,chinook,juvenile,587.426,87.709,169,169,0.399,0.393,0.268,0.626,0.632,0.136
2696,Glide-Run,fuzzy,chinook,juvenile,1165.1090000000002,89.21,66,66,0.078,0.137,0.137,0.504,0.538,0.118
2696,Margin Attached Bar,fuzzy,chinook,juvenile,861.951,34.08,19,19,0.078,0.186,0.186,0.56,0.567,0.102
2696,Mid Channel Bar,fuzzy,chinook,juvenile,33.11,0.18,0,0,0.078,0.148,0.092,0.471,0.483,0.044
2696,Pocket Pool,fuzzy,chinook,juvenile,10.57,1.93,9,9,0.078,0.19,0.237,0.693,0.691,0.019
2696,Pool,fuzzy,chinook,juvenile,419.04,24.439999999999998,19,19,0.083,0.141,0.127,0.527,0.545,0.11
2696,Riffle,fuzzy,chinook,juvenile,302.94,28.720000000000002,48,48,0.081,0.152,0.166,0.595,0.608,0.128
2696,Transition,fuzzy,chinook,juvenile,1349.681,290.45,193,193,0.157,0.247,0.198,0.522,0.548,0.114
2769,Bank,nrei,steelhead,juvenile,101.53,5.5,1,1,-11.741,0.036,33.248,37.061,40.105,25.453
2769,Glide-Run,nrei,steelhead,juvenile,279.92,186.97,99,99,33.393,12.525,66.651,45.182,41.551,25.739
2769,Margin Attached Bar,nrei,steelhead,juvenile,132.82999999999998,0.12,0,0,-28.335,-24.844,13.477,21.476,20.44,9.764
2769,Pocket Pool,nrei,steelhead,juvenile,6.5600000000000005,6.5,4,4,61.605,54.506,31.328,61.976,55.256,29.959
2769,Pool,nrei,steelhead,juvenile,79.13,73.89,45,45,57.682,45.699,47.912,59.017,54.952,27.193
2769,Riffle,nrei,steelhead,juvenile,62.35,50.07,21,21,52.635,34.741,54.964,57.051,50.704,22.71
2769,Transition,nrei,steelhead,juvenile,108.49,38.54,12,12,2.198,3.664,25.72,20.19,22.885,16.934
2769,Bank,fuzzy,chinook,spawner,101.53,4.74,0,0,0.213,0.281,0.116,0.464,0.483,0.072
2769,Glide-Run,fuzzy,chinook,spawner,279.92,185.41,1,1,0.436,0.413,0.101,0.466,0.469,0.047
2769,Margin Attached Bar,fuzzy,chinook,spawner,132.82999999999998,0.13,0,0,0.213,0.219,0.036,0.452,0.444,0.025
2769,Pocket Pool,fuzzy,chinook,spawner,6.5600000000000005,6.5600000000000005,1,1,0.492,0.486,0.022,0.492,0.486,0.022
2769,Pool,fuzzy,chinook,spawner,79.13,77.82,3,3,0.492,0.494,0.069,0.493,0.497,0.065
2769,Riffle,fuzzy,chinook,spawner,62.35,50.57,1,1,0.468,0.442,0.072,0.481,0.471,0.03
2769,Transition,fuzzy,chinook,spawner,108.49,32.95,0,0,0.318,0.322,0.101,0.438,0.442,0.029
2769,Bank,fuzzy,steelhead,spawner,101.53,5.7,0,0,0.078,0.209,0.167,0.441,0.47,0.069
2769,Glide-Run,fuzzy,steelhead,spawner,279.92,180.7,2,2,0.451,0.406,0.125,0.481,0.476,0.044
2769,Margin Attached Bar,fuzzy,steelhead,spawner,132.82999999999998,0.19999999999999998,0,0,0.078,0.092,0.063,0.436,0.438,0.013
2769,Pocket Pool,fuzzy,steelhead,spawner,6.5600000000000005,6.24,0,0,0.482,0.472,0.032,0.484,0.476,0.026
2769,Pool,fuzzy,steelhead,spawner,79.13,65.74,4,4,0.48,0.475,0.082,0.487,0.497,0.07
2769,Riffle,fuzzy,steelhead,spawner,62.35,50.410000000000004,2,2,0.479,0.44,0.09,0.487,0.476,0.022
2769,Transition,fuzzy,steelhead,spawner,108.49,42.85,0,0,0.325,0.284,0.174,0.466,0.463,0.029
2769,Bank,fuzzy,chinook,juvenile,101.53,8.85,51,51,0.078,0.274,0.233,0.556,0.568,0.119
2769,Glide-Run,fuzzy,chinook,juvenile,279.92,155.34,107,107,0.424,0.394,0.154,0.485,0.502,0.081
2769,Margin Attached Bar,fuzzy,chinook,juvenile,132.82999999999998,0.25,0,0,0.078,0.097,0.083,0.522,0.531,0.08
2769,Pocket Pool,fuzzy,chinook,juvenile,6.5600000000000005,4.7700000000000005,8,8,0.453,0.451,0.083,0.486,0.491,0.053
2769,Pool,fuzzy,chinook,juvenile,79.13,58.86,52,52,0.453,0.448,0.108,0.471,0.494,0.077
2769,Riffle,fuzzy,chinook,juvenile,62.35,44.95,34,34,0.462,0.427,0.128,0.486,0.492,0.055
2769,Transition,fuzzy,chinook,juvenile,108.49,43.12,10,10,0.331,0.303,0.193,0.5,0.502,0.059
2771,Bank,nrei,steelhead,juvenile,43.660000000000004,0.04,0,0,-19.377,-18.751,14.947,13.781,12.349,7.831
2771,Glide-Run,nrei,steelhead,juvenile,76.91,28.3,25,25,-33.301,-59.911,115.047,51.245,45.114,34.068
2771,Margin Attached Bar,nrei,steelhead,juvenile,71.53,0,0,0,-33.934,-30.747,8.423,NA,NA,NA
2771,Pool,nrei,steelhead,juvenile,55,48.82,25,25,63.477,47.804,56.493,65.074,61.883,21.849
2771,Riffle,nrei,steelhead,juvenile,24.73,14.129999999999999,5,5,40.503,12.692,65.786,53.201,46.906,28.137
2771,Transition,nrei,steelhead,juvenile,111.43,28.481,9,9,5.021,7.188,35.24,29.451,32.142,23.886
2771,Bank,fuzzy,chinook,spawner,43.660000000000004,NA,0,0,0.109,0.147,0.072,NA,NA,NA
2771,Glide-Run,fuzzy,chinook,spawner,76.91,20.91,1,1,0.355,0.376,0.102,0.514,0.515,0.069
2771,Margin Attached Bar,fuzzy,chinook,spawner,71.53,NA,0,0,0.078,0.096,0.049,NA,NA,NA
2771,Pool,fuzzy,chinook,spawner,55,32.26,0,0,0.433,0.444,0.088,0.497,0.498,0.067
2771,Riffle,fuzzy,chinook,spawner,24.73,7.99,0,0,0.356,0.374,0.075,0.415,0.456,0.062
2771,Transition,fuzzy,chinook,spawner,111.43,9.709999999999999,0,0,0.224,0.251,0.122,0.467,0.472,0.049
2771,Bank,fuzzy,steelhead,spawner,43.660000000000004,NA,0,0,0.078,0.094,0.042,NA,NA,NA
2771,Glide-Run,fuzzy,steelhead,spawner,76.91,20.91,1,1,0.304,0.35,0.115,0.514,0.515,0.069
2771,Margin Attached Bar,fuzzy,steelhead,spawner,71.53,NA,0,0,0.078,0.078,0.007,NA,NA,NA
2771,Pool,fuzzy,steelhead,spawner,55,30.46,0,0,0.433,0.417,0.111,0.501,0.503,0.065
2771,Riffle,fuzzy,steelhead,spawner,24.73,4.6,0,0,0.335,0.339,0.095,0.493,0.492,0.059
2771,Transition,fuzzy,steelhead,spawner,111.43,9.57,0,0,0.164,0.206,0.139,0.468,0.473,0.049
2771,Bank,fuzzy,chinook,juvenile,43.660000000000004,0.88,0,0,0.078,0.158,0.178,0.595,0.592,0.107
2771,Glide-Run,fuzzy,chinook,juvenile,76.91,19,31,31,0.228,0.27,0.188,0.517,0.544,0.119
2771,Margin Attached Bar,fuzzy,chinook,juvenile,71.53,0.11,0,0,0.078,0.106,0.099,0.501,0.508,0.043
2771,Pool,fuzzy,chinook,juvenile,55,40.4,44,44,0.462,0.469,0.147,0.497,0.529,0.107
2771,Riffle,fuzzy,chinook,juvenile,24.73,9.83,5,5,0.369,0.368,0.13,0.485,0.497,0.072
2771,Transition,fuzzy,chinook,juvenile,111.43,30.601,12,12,0.211,0.297,0.243,0.573,0.597,0.136
2785,Bank,nrei,steelhead,juvenile,97.01,5.281,2,2,-8.109,-3.891,28.93,22.476,26.836,22.067
2785,Chute,nrei,steelhead,juvenile,27.46,0.03,0,0,-36.912,-35.168,6.299,24.185,23.476,8.404
2785,Glide-Run,nrei,steelhead,juvenile,236.216,82.97,35,35,21.966,-9.742,111.075,55.898,49.934,29.341
2785,Margin Attached Bar,nrei,steelhead,juvenile,187.83,0.03,0,0,-36.207,-33.611,9.317,15.57,3.868,28.715
2785,Mid Channel Bar,nrei,steelhead,juvenile,209.9,NA,0,0,-36.912,-35.772,1.773,NA,NA,NA
2785,Pocket Pool,nrei,steelhead,juvenile,16.71,0.16,0,0,-36.912,-58.86,48.33,-23.546,-50.451,66.85
2785,Pool,nrei,steelhead,juvenile,137.48,83.27,48,48,61.289,28.47,79.912,77.932,68.808,30.368
2785,Riffle,nrei,steelhead,juvenile,38.1,2.86,4,4,-36.909,-79.388,104.645,24.344,22.047,24.939
2785,Transition,nrei,steelhead,juvenile,317.094,28.319,16,16,-9.452,-13.596,73.49,31.029,32.96,24.615
2785,Bank,fuzzy,chinook,spawner,97.01,3.46,0,0,0.078,0.124,0.127,0.511,0.52,0.081
2785,Chute,fuzzy,chinook,spawner,27.46,NA,0,0,0.078,0.082,0.023,NA,NA,NA
2785,Glide-Run,fuzzy,chinook,spawner,236.216,68.94999999999999,1,1,0.211,0.315,0.269,0.607,0.627,0.142
2785,Margin Attached Bar,fuzzy,chinook,spawner,187.83,NA,0,0,0.078,0.079,0.014,NA,NA,NA
2785,Mid Channel Bar,fuzzy,chinook,spawner,209.9,NA,0,0,0.078,0.078,0,NA,NA,NA
2785,Pocket Pool,fuzzy,chinook,spawner,16.71,1.79,0,0,0.078,0.174,0.201,0.579,0.587,0.113
2785,Pool,fuzzy,chinook,spawner,137.48,24.150000000000002,1,1,0.078,0.187,0.207,0.62,0.603,0.115
2785,Riffle,fuzzy,chinook,spawner,38.1,5.68,0,0,0.078,0.22,0.196,0.534,0.553,0.122
2785,Transition,fuzzy,chinook,spawner,317.094,17.93,0,0,0.078,0.162,0.182,0.549,0.586,0.145
2785,Bank,fuzzy,steelhead,spawner,97.01,3.46,0,0,0.078,0.124,0.127,0.511,0.52,0.081
2785,Chute,fuzzy,steelhead,spawner,27.46,NA,0,0,0.078,0.082,0.023,NA,NA,NA
2785,Glide-Run,fuzzy,steelhead,spawner,236.216,68.94999999999999,3,3,0.211,0.315,0.269,0.607,0.627,0.142
2785,Margin Attached Bar,fuzzy,steelhead,spawner,187.83,NA,0,0,0.078,0.079,0.014,NA,NA,NA
2785,Mid Channel Bar,fuzzy,steelhead,spawner,209.9,NA,0,0,0.078,0.078,0,NA,NA,NA
2785,Pocket Pool,fuzzy,steelhead,spawner,16.71,1.79,0,0,0.078,0.174,0.201,0.579,0.587,0.113
2785,Pool,fuzzy,steelhead,spawner,137.48,24.150000000000002,0,0,0.078,0.187,0.207,0.62,0.603,0.115
2785,Riffle,fuzzy,steelhead,spawner,38.1,5.68,0,0,0.078,0.22,0.196,0.534,0.553,0.122
2785,Transition,fuzzy,steelhead,spawner,317.094,17.93,0,0,0.078,0.162,0.182,0.549,0.586,0.145
2785,Bank,fuzzy,chinook,juvenile,97.01,17.331,6,6,0.166,0.316,0.264,0.641,0.617,0.121
2785,Chute,fuzzy,chinook,juvenile,27.46,11.98,0,0,0.53,0.453,0.207,0.586,0.575,0.077
2785,Glide-Run,fuzzy,chinook,juvenile,236.216,105.45,73,73,0.453,0.432,0.252,0.642,0.618,0.131
2785,Margin Attached Bar,fuzzy,chinook,juvenile,187.83,8.899,0,0,0.078,0.261,0.23,0.601,0.575,0.088
2785,Mid Channel Bar,fuzzy,chinook,juvenile,209.9,0.43999999999999995,0,0,0.078,0.104,0.093,0.474,0.496,0.073
2785,Pocket Pool,fuzzy,chinook,juvenile,16.71,7.29,11,11,0.666,0.539,0.289,0.686,0.709,0.122
2785,Pool,fuzzy,chinook,juvenile,137.48,119.94,260,260,0.71,0.661,0.229,0.738,0.732,0.132
2785,Riffle,fuzzy,chinook,juvenile,38.1,8.76,7,7,0.082,0.279,0.275,0.705,0.675,0.096
2785,Transition,fuzzy,chinook,juvenile,317.094,60.071,13,13,0.289,0.34,0.263,0.651,0.618,0.109
2790,Bank,nrei,steelhead,juvenile,122.74,1.26,1,1,-14.498,-4.749,33.293,44.397,45.958,27.689
2790,Cascade,nrei,steelhead,juvenile,9.42,2.06,3,3,-144.563,-127.431,152.75,52.55,42.639,39.795
2790,Glide-Run,nrei,steelhead,juvenile,251.569,119.3,105,105,6.135,-36.348,102.043,44.262,38.741,31.769
2790,Margin Attached Bar,nrei,steelhead,juvenile,164.8,0.98,0,0,-16.105,-9.109,24.043,25.685,28.108,15.857
2790,Mid Channel Bar,nrei,steelhead,juvenile,5.24,0,0,0,-26.91,-24.106,13.289,NA,NA,NA
2790,Pocket Pool,nrei,steelhead,juvenile,4.48,0.58,1,1,-141.697,-118.546,83.886,21.386,6.597,51.325
2790,Pool,nrei,steelhead,juvenile,123.35,95.27,66,66,42.536,15.043,80.048,49.271,44.811,33.225
2790,Rapid,nrei,steelhead,juvenile,11.2,1.53,3,3,-143.848,-141.903,136.703,16.52,12.639,44.832
2790,Riffle,nrei,steelhead,juvenile,27.57,11.35,12,12,-23.205,-58.966,108.869,34.38,28.175,33.035
2790,Transition,nrei,steelhead,juvenile,213.321,59.771,17,17,4.434,0.098,53.691,25.736,29.715,23.756
2790,Bank,fuzzy,chinook,spawner,122.74,0.01,0,0,0.078,0.097,0.051,0.418,0.418,0
2790,Cascade,fuzzy,chinook,spawner,9.42,NA,0,0,0.291,0.249,0.081,NA,NA,NA
2790,Glide-Run,fuzzy,chinook,spawner,251.569,80.48,2,2,0.295,0.304,0.195,0.552,0.542,0.07
2790,Margin Attached Bar,fuzzy,chinook,spawner,164.8,NA,0,0,0.078,0.108,0.062,NA,NA,NA
2790,Mid Channel Bar,fuzzy,chinook,spawner,5.24,NA,0,0,0.078,0.078,0.002,NA,NA,NA
2790,Pocket Pool,fuzzy,chinook,spawner,4.48,1.8800000000000001,0,0,0.3,0.397,0.149,0.571,0.56,0.054
2790,Pool,fuzzy,chinook,spawner,123.35,60.03,1,1,0.359,0.36,0.219,0.579,0.566,0.058
2790,Rapid,fuzzy,chinook,spawner,11.2,NA,0,0,0.267,0.268,0.023,NA,NA,NA
2790,Riffle,fuzzy,chinook,spawner,27.57,15.54,0,0,0.449,0.395,0.187,0.553,0.543,0.066
2790,Transition,fuzzy,chinook,spawner,213.321,25.18,0,0,0.087,0.201,0.148,0.475,0.481,0.054
2790,Bank,fuzzy,steelhead,spawner,122.74,0.01,0,0,0.078,0.079,0.014,0.418,0.418,0
2790,Cascade,fuzzy,steelhead,spawner,9.42,NA,0,0,0.199,0.163,0.068,NA,NA,NA
2790,Glide-Run,fuzzy,steelhead,spawner,251.569,80.48,4,4,0.216,0.282,0.204,0.552,0.542,0.07
2790,Margin Attached Bar,fuzzy,steelhead,spawner,164.8,NA,0,0,0.078,0.086,0.037,NA,NA,NA
2790,Mid Channel Bar,fuzzy,steelhead,spawner,5.24,NA,0,0,0.078,0.078,0.002,NA,NA,NA
2790,Pocket Pool,fuzzy,steelhead,spawner,4.48,1.8800000000000001,0,0,0.3,0.359,0.183,0.571,0.56,0.054
2790,Pool,fuzzy,steelhead,spawner,123.35,60.03,1,1,0.359,0.336,0.234,0.579,0.566,0.058
2790,Rapid,fuzzy,steelhead,spawner,11.2,NA,0,0,0.187,0.157,0.059,NA,NA,NA
2790,Riffle,fuzzy,steelhead,spawner,27.57,15.54,0,0,0.449,0.395,0.187,0.553,0.543,0.066
2790,Transition,fuzzy,steelhead,spawner,213.321,25.18,0,0,0.078,0.169,0.152,0.475,0.481,0.054
2790,Bank,fuzzy,chinook,juvenile,122.74,2.43,7,7,0.078,0.143,0.171,0.614,0.623,0.134
2790,Cascade,fuzzy,chinook,juvenile,9.42,1.75,3,3,0.188,0.242,0.194,0.608,0.583,0.108
2790,Glide-Run,fuzzy,chinook,juvenile,251.569,47.4,41,41,0.184,0.239,0.177,0.501,0.527,0.101
2790,Margin Attached Bar,fuzzy,chinook,juvenile,164.8,1.6600000000000001,6,6,0.078,0.192,0.232,0.66,0.668,0.143
2790,Mid Channel Bar,fuzzy,chinook,juvenile,5.24,0.03,0,0,0.078,0.107,0.101,0.491,0.471,0.046
2790,Pocket Pool,fuzzy,chinook,juvenile,4.48,0.12,0,0,0.084,0.123,0.088,0.445,0.455,0.033
2790,Pool,fuzzy,chinook,juvenile,123.35,36.04,65,65,0.288,0.318,0.201,0.532,0.573,0.137
2790,Rapid,fuzzy,chinook,juvenile,11.2,0.78,0,0,0.194,0.2,0.121,0.466,0.481,0.063
2790,Riffle,fuzzy,chinook,juvenile,27.57,2.79,2,2,0.087,0.176,0.147,0.491,0.519,0.096
2790,Transition,fuzzy,chinook,juvenile,213.321,60.539,18,18,0.261,0.298,0.224,0.543,0.563,0.116
2898,Bank,nrei,steelhead,juvenile,2952.42,0.2,1,1,-32.234,-28.623,11.288,18.517,22.533,13.518
2898,Glide-Run,nrei,steelhead,juvenile,11051.808,2113.358,5197,5197,44.693,17.366,71.758,51.602,43.754,38.515
2898,Margin Attached Bar,nrei,steelhead,juvenile,1909.4,NA,0,0,-28.344,-27.205,9.682,NA,NA,NA
2898,Pocket Pool,nrei,steelhead,juvenile,110.6,17.45,47,47,-13.801,-43.572,90.453,31.328,7.571,63.338
2898,Pool,nrei,steelhead,juvenile,612.45,152.19,420,420,51.377,44.54,33.927,51.475,45.167,32.529
2898,Riffle,nrei,steelhead,juvenile,573.3199999999999,127.59,388,388,46.534,33.027,51.304,49.549,43.739,35.746
2898,Transition,nrei,steelhead,juvenile,1749.783,64.44200000000001,89,89,6.391,15.819,42.488,59.551,54.581,23.463
2898,Bank,fuzzy,chinook,spawner,2952.42,0.59,0,0,0.078,0.093,0.045,0.53,0.52,0.066
2898,Glide-Run,fuzzy,chinook,spawner,11051.808,8650.954,165,165,0.52,0.479,0.135,0.544,0.539,0.063
2898,Margin Attached Bar,fuzzy,chinook,spawner,1909.4,NA,0,0,0.078,0.084,0.026,NA,NA,NA
2898,Pocket Pool,fuzzy,chinook,spawner,110.6,96.42,5,5,0.55,0.532,0.108,0.578,0.565,0.062
2898,Pool,fuzzy,chinook,spawner,612.45,610.48,17,17,0.569,0.563,0.052,0.569,0.564,0.051
2898,Riffle,fuzzy,chinook,spawner,573.3199999999999,540.6600000000001,15,15,0.558,0.542,0.082,0.563,0.556,0.06
2898,Transition,fuzzy,chinook,spawner,1749.783,129.356,0,0,0.078,0.169,0.136,0.465,0.476,0.053
2898,Bank,fuzzy,steelhead,spawner,2952.42,0.59,0,0,0.078,0.093,0.045,0.53,0.52,0.066
2898,Glide-Run,fuzzy,steelhead,spawner,11051.808,8650.954,232,232,0.52,0.479,0.135,0.544,0.539,0.063
2898,Margin Attached Bar,fuzzy,steelhead,spawner,1909.4,NA,0,0,0.078,0.084,0.026,NA,NA,NA
2898,Pocket Pool,fuzzy,steelhead,spawner,110.6,96.42,8,8,0.55,0.532,0.108,0.578,0.565,0.062
2898,Pool,fuzzy,steelhead,spawner,612.45,610.48,18,18,0.569,0.563,0.052,0.569,0.564,0.051
2898,Riffle,fuzzy,steelhead,spawner,573.3199999999999,540.6600000000001,24,24,0.558,0.542,0.082,0.563,0.556,0.06
2898,Transition,fuzzy,steelhead,spawner,1749.783,129.356,0,0,0.078,0.169,0.136,0.465,0.476,0.053
2898,Bank,fuzzy,chinook,juvenile,2952.42,25.794,11,11,0.078,0.153,0.157,0.518,0.534,0.092
2898,Glide-Run,fuzzy,chinook,juvenile,11051.808,4961.54,4659,4659,0.373,0.371,0.216,0.548,0.57,0.122
2898,Margin Attached Bar,fuzzy,chinook,juvenile,1909.4,2.98,0,0,0.078,0.1,0.089,0.519,0.509,0.054
2898,Pocket Pool,fuzzy,chinook,juvenile,110.6,12.76,24,24,0.088,0.195,0.19,0.65,0.66,0.11
2898,Pool,fuzzy,chinook,juvenile,612.45,158.09,17,17,0.307,0.312,0.135,0.459,0.482,0.074
2898,Riffle,fuzzy,chinook,juvenile,573.3199999999999,207.76,99,99,0.326,0.33,0.187,0.514,0.535,0.1
2898,Transition,fuzzy,chinook,juvenile,1749.783,422.245,694,694,0.078,0.282,0.26,0.616,0.623,0.132
294,Bank,nrei,steelhead,juvenile,1230.47,186.7,452,452,40.705,11.542,84.072,50.96,40.325,46.814
294,Glide-Run,nrei,steelhead,juvenile,4278.101,82.77,418,418,-199.646,-221.906,144.57,17.694,-16.61,68.976
294,Margin Attached Bar,nrei,steelhead,juvenile,1565.1,268.84000000000003,810,810,39.568,0.249,86.586,48.218,40.533,38.521
294,Pocket Pool,nrei,steelhead,juvenile,14.11,1.11,0,0,-343.316,-406.67,347.999,77.726,76.776,8.063
294,Pool,nrei,steelhead,juvenile,936.99,4.67,42,42,-196.438,-213.888,80.421,12.177,-33.355,89.158
294,Riffle,nrei,steelhead,juvenile,44.85,NA,0,0,-413.392,-449.108,179.85,NA,NA,NA
294,Transition,nrei,steelhead,juvenile,1106.84,105.82000000000001,381,381,-141.176,-101.192,122.448,35.527,22.824,47.094
294,Bank,fuzzy,chinook,spawner,1230.47,613.282,14,14,0.533,0.516,0.129,0.558,0.56,0.086
294,Glide-Run,fuzzy,chinook,spawner,4278.101,1204.5,18,18,0.3,0.368,0.106,0.522,0.524,0.074
294,Margin Attached Bar,fuzzy,chinook,spawner,1565.1,1305.199,31,31,0.559,0.545,0.133,0.571,0.577,0.096
294,Pocket Pool,fuzzy,chinook,spawner,14.11,3.78,0,0,0.3,0.348,0.074,0.462,0.462,0.036
294,Pool,fuzzy,chinook,spawner,936.99,137.68,2,2,0.3,0.34,0.074,0.454,0.484,0.095
294,Riffle,fuzzy,chinook,spawner,44.85,NA,0,0,0.3,0.3,0,NA,NA,NA
294,Transition,fuzzy,chinook,spawner,1106.84,736.3009999999999,17,17,0.508,0.474,0.126,0.56,0.553,0.069
294,Bank,fuzzy,steelhead,spawner,1230.47,613.282,19,19,0.533,0.516,0.129,0.558,0.56,0.086
294,Glide-Run,fuzzy,steelhead,spawner,4278.101,1204.5,23,23,0.3,0.368,0.106,0.522,0.524,0.074
294,Margin Attached Bar,fuzzy,steelhead,spawner,1565.1,1305.199,48,48,0.559,0.545,0.133,0.571,0.577,0.096
294,Pocket Pool,fuzzy,steelhead,spawner,14.11,3.78,0,0,0.3,0.348,0.074,0.462,0.462,0.036
294,Pool,fuzzy,steelhead,spawner,936.99,137.68,1,1,0.3,0.34,0.074,0.454,0.484,0.095
294,Riffle,fuzzy,steelhead,spawner,44.85,NA,0,0,0.3,0.3,0,NA,NA,NA
294,Transition,fuzzy,steelhead,spawner,1106.84,736.3009999999999,23,23,0.508,0.474,0.126,0.56,0.553,0.069
294,Bank,fuzzy,chinook,juvenile,1230.47,336.129,475,475,0.365,0.366,0.23,0.562,0.583,0.124
294,Glide-Run,fuzzy,chinook,juvenile,4278.101,6.64,0,0,0.078,0.085,0.03,0.434,0.446,0.053
294,Margin Attached Bar,fuzzy,chinook,juvenile,1565.1,421.812,225,225,0.276,0.289,0.184,0.497,0.524,0.099
294,Pocket Pool,fuzzy,chinook,juvenile,14.11,4.46,7,7,0.078,0.241,0.245,0.592,0.593,0.092
294,Pool,fuzzy,chinook,juvenile,936.99,0.86,1,1,0.078,0.081,0.019,0.541,0.558,0.108
294,Riffle,fuzzy,chinook,juvenile,44.85,NA,0,0,0.078,0.078,0,NA,NA,NA
294,Transition,fuzzy,chinook,juvenile,1106.84,63.9,54,54,0.085,0.15,0.128,0.485,0.52,0.119
3146,Bank,nrei,steelhead,juvenile,285.04,72.59100000000001,60,60,19.673,5.611,69.681,42.162,41.764,24.933
3146,Glide-Run,nrei,steelhead,juvenile,1229.389,467.22,373,373,-94.036,-107.004,170.707,41.864,39.618,25.065
3146,Margin Attached Bar,nrei,steelhead,juvenile,527.5500000000001,12,4,4,-19.993,-25.135,66.483,19.247,24.979,21.46
3146,Mid Channel Bar,nrei,steelhead,juvenile,2.28,2.28,1,1,40.878,37.798,13.352,40.878,37.798,13.352
3146,Pocket Pool,nrei,steelhead,juvenile,3.29,NA,0,0,-240.792,-257.493,56.749,NA,NA,NA
3146,Pool,nrei,steelhead,juvenile,235.67000000000002,110.72,104,104,-50.117,-71.677,121.819,45.396,42.032,30.461
3146,Riffle,nrei,steelhead,juvenile,215.99,60.06,46,46,-158.432,-136.37,147.123,47.985,42.135,28.298
3146,Transition,nrei,steelhead,juvenile,415.19,217.44,132,132,26.143,10.763,67.589,41.994,41.084,24.106
3146,Bank,fuzzy,chinook,spawner,285.04,44.54,0,0,0.301,0.346,0.18,0.561,0.57,0.116
3146,Glide-Run,fuzzy,chinook,spawner,1229.389,571.05,11,11,0.363,0.425,0.191,0.571,0.592,0.136
3146,Margin Attached Bar,fuzzy,chinook,spawner,527.5500000000001,4.53,0,0,0.229,0.217,0.103,0.523,0.526,0.079
3146,Mid Channel Bar,fuzzy,chinook,spawner,2.28,2.28,0,0,0.729,0.726,0.075,0.729,0.726,0.075
3146,Pocket Pool,fuzzy,chinook,spawner,3.29,NA,0,0,0.3,0.3,0,NA,NA,NA
3146,Pool,fuzzy,chinook,spawner,235.67000000000002,133.28,7,7,0.411,0.505,0.221,0.73,0.651,0.192
3146,Riffle,fuzzy,chinook,spawner,215.99,51.31,2,2,0.33,0.391,0.164,0.746,0.646,0.154
3146,Transition,fuzzy,chinook,spawner,415.19,152.29,1,1,0.33,0.391,0.198,0.54,0.582,0.144
3146,Bank,fuzzy,steelhead,spawner,285.04,40.760000000000005,0,0,0.228,0.276,0.221,0.582,0.589,0.112
3146,Glide-Run,fuzzy,steelhead,spawner,1229.389,523.49,14,14,0.34,0.393,0.215,0.588,0.608,0.131
3146,Margin Attached Bar,fuzzy,steelhead,spawner,527.5500000000001,4.55,0,0,0.078,0.127,0.11,0.523,0.526,0.079
3146,Mid Channel Bar,fuzzy,steelhead,spawner,2.28,2.28,0,0,0.729,0.726,0.075,0.729,0.726,0.075
3146,Pocket Pool,fuzzy,steelhead,spawner,3.29,NA,0,0,0.3,0.275,0.032,NA,NA,NA
3146,Pool,fuzzy,steelhead,spawner,235.67000000000002,95.39,7,7,0.349,0.463,0.257,0.756,0.745,0.141
3146,Riffle,fuzzy,steelhead,spawner,215.99,47.949999999999996,4,4,0.237,0.327,0.195,0.748,0.65,0.163
3146,Transition,fuzzy,steelhead,spawner,415.19,136.17,2,2,0.262,0.337,0.242,0.583,0.609,0.134
3146,Bank,fuzzy,chinook,juvenile,285.04,68.63,36,36,0.384,0.349,0.208,0.522,0.536,0.093
