visit.id,UnitForm,model,species,lifestage,area.delft,hab.area.suitable,pred.fish,pred.fish.suitable,med,mean,sd,med.suitable,mean.suitable,sd.suitable
2668,Bowl Transition,fuzzy,chinook,juvenile,871.92,146.54999999999998,83,83,0.087,0.205,0.184,0.48,0.528,0.134
2668,Mound,fuzzy,chinook,juvenile,2655.919,200.69,160,160,0.167,0.313,0.261,0.647,0.62,0.109
2668,Mound Transition,fuzzy,chinook,juvenile,1342.8600000000001,513.6179999999999,820,820,0.406,0.4,0.269,0.642,0.633,0.141
2668,Plane,fuzzy,chinook,juvenile,3270.98,2260.827,2236,2236,0.537,0.501,0.211,0.602,0.609,0.119
2668,Saddle,fuzzy,chinook,juvenile,159.89000000000001,14.5,4,4,0.197,0.23,0.157,0.512,0.537,0.103
2668,Trough,fuzzy,chinook,juvenile,3425.64,2008.6200000000001,1994,1994,0.478,0.445,0.23,0.58,0.602,0.128
2668,Wall,fuzzy,chinook,juvenile,1755.869,207.401,264,264,0.421,0.397,0.278,0.654,0.64,0.13
2696,Bowl,nrei,steelhead,juvenile,437.48,40.14,170,170,-142.278,-122.007,179.351,35.166,17.369,54.93
2696,Bowl Transition,nrei,steelhead,juvenile,286.12,12.24,41,41,-218.292,-286.553,408.787,45.393,33.965,50.158
2696,Mound,nrei,steelhead,juvenile,952.501,9.17,10,10,-8.191,-0.634,62.327,48.496,45.942,28.048
2696,Mound Transition,nrei,steelhead,juvenile,438.732,28.27,66,66,14.656,1.299,70.684,41.395,41.505,24.564
2696,Plane,nrei,steelhead,juvenile,935.53,94.08,279,279,-25.886,-63.452,117.7,43.774,39.246,36.081
2696,Saddle,nrei,steelhead,juvenile,302.94,17.46,55,55,-180.644,-165.415,131.695,45.401,35.621,43.954
2696,Trough,nrei,steelhead,juvenile,867.31,46.190000000000005,145,145,-174.024,-151.622,139.67,48.287,35.288,49.164
2696,Wall,nrei,steelhead,juvenile,530.006,16.25,32,32,18.146,19.561,43.898,52.931,50.572,27.067
2696,Bowl,fuzzy,chinook,spawner,437.48,236.76000000000002,10,10,0.43,0.459,0.16,0.576,0.58,0.112
2696,Bowl Transition,fuzzy,chinook,spawner,286.12,73.03,2,2,0.3,0.38,0.146,0.562,0.591,0.146
2696,Mound,fuzzy,chinook,spawner,952.501,24.121,0,0,0.078,0.173,0.138,0.45,0.473,0.072
2696,Mound Transition,fuzzy,chinook,spawner,438.732,142.72,0,0,0.334,0.309,0.186,0.49,0.504,0.08
2696,Plane,fuzzy,chinook,spawner,935.53,584.64,6,6,0.488,0.466,0.158,0.552,0.558,0.095
2696,Saddle,fuzzy,chinook,spawner,302.94,131.592,1,1,0.356,0.411,0.131,0.527,0.54,0.097
2696,Trough,fuzzy,chinook,spawner,867.31,348.78000000000003,9,9,0.324,0.411,0.146,0.541,0.561,0.113
2696,Wall,fuzzy,chinook,spawner,530.006,57.5,5,5,0.304,0.323,0.216,0.544,0.558,0.107
2696,Bowl,fuzzy,steelhead,spawner,437.48,229.45000000000002,13,13,0.43,0.452,0.166,0.579,0.586,0.109
2696,Bowl Transition,fuzzy,steelhead,spawner,286.12,67.27,3,3,0.3,0.373,0.15,0.581,0.607,0.141
2696,Mound,fuzzy,steelhead,spawner,952.501,24.121,0,0,0.078,0.166,0.139,0.45,0.473,0.072
2696,Mound Transition,fuzzy,steelhead,spawner,438.732,142.6,0,0,0.333,0.307,0.188,0.49,0.504,0.08
2696,Plane,fuzzy,steelhead,spawner,935.53,578.781,7,7,0.488,0.463,0.162,0.553,0.559,0.094
2696,Saddle,fuzzy,steelhead,spawner,302.94,131.592,2,2,0.356,0.411,0.131,0.527,0.54,0.097
2696,Trough,fuzzy,steelhead,spawner,867.31,344.03000000000003,14,14,0.314,0.409,0.148,0.543,0.563,0.112
2696,Wall,fuzzy,steelhead,spawner,530.006,57.5,6,6,0.302,0.32,0.218,0.544,0.558,0.107
2696,Bowl,fuzzy,chinook,juvenile,437.48,26.369999999999997,28,28,0.083,0.142,0.131,0.538,0.555,0.113
2696,Bowl Transition,fuzzy,chinook,juvenile,286.12,19.65,12,12,0.078,0.127,0.129,0.523,0.542,0.104
2696,Mound,fuzzy,chinook,juvenile,952.501,41.29,35,35,0.078,0.193,0.193,0.573,0.584,0.117
2696,Mound Transition,fuzzy,chinook,juvenile,438.732,95.402,31,31,0.221,0.258,0.184,0.489,0.515,0.094
2696,Plane,fuzzy,chinook,juvenile,935.53,194.29999999999998,152,152,0.121,0.241,0.2,0.537,0.56,0.12
2696,Saddle,fuzzy,chinook,juvenile,302.94,28.720000000000002,48,48,0.081,0.152,0.166,0.595,0.608,0.128
2696,Trough,fuzzy,chinook,juvenile,867.31,70.39,65,65,0.079,0.14,0.142,0.51,0.546,0.121
2696,Wall,fuzzy,chinook,juvenile,530.006,80.689,153,153,0.439,0.416,0.264,0.624,0.629,0.134
2769,Bowl,nrei,steelhead,juvenile,85.69,80.39,49,49,57.907,46.303,47.014,59.165,54.974,27.401
2769,Bowl Transition,nrei,steelhead,juvenile,56.08,37.41,29,29,34.27,-10.086,91.671,46.812,41.842,26.036
2769,Mound,nrei,steelhead,juvenile,129.24,0,0,0,-29.409,-28.619,7.786,NA,NA,NA
2769,Mound Transition,nrei,steelhead,juvenile,52.62,2.9299999999999997,0,0,-17.499,-16.203,19.656,11.872,14.052,10.213
2769,Plane,nrei,steelhead,juvenile,147.05,73.66,26,26,7.846,7.031,34.189,23.157,25.308,20.946
2769,Saddle,nrei,steelhead,juvenile,57.690000000000005,47.58,20,20,52.924,35.098,55.594,56.939,50.739,22.729
2769,Trough,nrei,steelhead,juvenile,139.26,114.01,57,57,44.586,26.72,58.103,49.96,45.75,24.603
2769,Wall,nrei,steelhead,juvenile,103.28,5.62,1,1,-11.785,-0.141,33.045,36.437,39.841,25.407
2769,Bowl,fuzzy,chinook,spawner,85.69,84.38,4,4,0.492,0.494,0.066,0.493,0.496,0.062
2769,Bowl Transition,fuzzy,chinook,spawner,56.08,49.67,0,0,0.456,0.448,0.053,0.464,0.463,0.03
2769,Mound,fuzzy,chinook,spawner,129.24,0.01,0,0,0.213,0.214,0.019,0.415,0.415,0
2769,Mound Transition,fuzzy,chinook,spawner,52.62,3.0900000000000003,0,0,0.213,0.247,0.077,0.424,0.44,0.053
2769,Plane,fuzzy,chinook,spawner,147.05,57.8,0,0,0.369,0.35,0.108,0.441,0.453,0.052
2769,Saddle,fuzzy,chinook,spawner,57.690000000000005,48.05,1,1,0.469,0.446,0.067,0.481,0.471,0.03
2769,Trough,fuzzy,chinook,spawner,139.26,110.33,1,1,0.46,0.448,0.068,0.474,0.473,0.046
2769,Wall,fuzzy,chinook,spawner,103.28,4.86,0,0,0.213,0.28,0.115,0.464,0.482,0.072
2769,Bowl,fuzzy,steelhead,spawner,85.69,71.98,4,4,0.481,0.475,0.079,0.487,0.495,0.067
2769,Bowl Transition,fuzzy,steelhead,spawner,56.08,35.54,0,0,0.434,0.42,0.069,0.471,0.463,0.029
2769,Mound,fuzzy,steelhead,spawner,129.24,0.02,0,0,0.078,0.082,0.031,0.433,0.433,0.005
2769,Mound Transition,fuzzy,steelhead,spawner,52.62,5.36,0,0,0.078,0.153,0.135,0.444,0.452,0.039
2769,Plane,fuzzy,steelhead,spawner,147.05,73.36,0,0,0.402,0.342,0.158,0.47,0.471,0.045
2769,Saddle,fuzzy,steelhead,spawner,57.690000000000005,47.6,2,2,0.479,0.446,0.08,0.487,0.476,0.022
2769,Trough,fuzzy,steelhead,spawner,139.26,112.12,2,2,0.477,0.454,0.072,0.487,0.48,0.042
2769,Wall,fuzzy,steelhead,spawner,103.28,5.88,0,0,0.078,0.208,0.166,0.441,0.469,0.068
2769,Bowl,fuzzy,chinook,juvenile,85.69,63.63,60,60,0.453,0.448,0.106,0.471,0.494,0.075
2769,Bowl Transition,fuzzy,chinook,juvenile,56.08,22.060000000000002,4,4,0.358,0.352,0.123,0.469,0.475,0.05
2769,Mound,fuzzy,chinook,juvenile,129.24,0.03,0,0,0.078,0.085,0.042,0.453,0.492,0.069
2769,Mound Transition,fuzzy,chinook,juvenile,52.62,6.53,2,2,0.078,0.167,0.157,0.492,0.495,0.064
2769,Plane,fuzzy,chinook,juvenile,147.05,75.38,45,45,0.408,0.368,0.18,0.497,0.51,0.085
2769,Saddle,fuzzy,chinook,juvenile,57.690000000000005,42.26,33,33,0.461,0.429,0.123,0.485,0.491,0.055
2769,Trough,fuzzy,chinook,juvenile,139.26,97.2,67,67,0.462,0.441,0.121,0.49,0.502,0.073
2769,Wall,fuzzy,chinook,juvenile,103.28,9.07,51,51,0.078,0.272,0.232,0.556,0.568,0.118
2771,Bowl,nrei,steelhead,juvenile,55,48.82,25,25,63.477,47.804,56.493,65.074,61.883,21.849
2771,Bowl Transition,nrei,steelhead,juvenile,12.379999999999999,3.3,6,6,-140.672,-100.667,104.728,39.565,29.745,37.238
2771,Mound,nrei,steelhead,juvenile,74.4,0,0,0,-33.934,-30.747,8.423,NA,NA,NA
2771,Mound Transition,nrei,steelhead,juvenile,27.12,0.02,0,0,-19.211,-18.466,12.204,6.803,6.803,0.598
2771,Plane,nrei,steelhead,juvenile,80.1,24.261000000000003,9,9,2.333,3.25,33.042,25.203,27.402,21.544
2771,Saddle,nrei,steelhead,juvenile,24.73,14.129999999999999,5,5,40.503,12.692,65.786,53.201,46.906,28.137
2771,Trough,nrei,steelhead,juvenile,68.76,29.2,19,19,-0.932,-42.872,114.313,54.558,48.067,31.775
2771,Wall,nrei,steelhead,juvenile,40.79,0.04,0,0,-19.377,-18.751,14.947,13.781,12.349,7.831
2771,Bowl,fuzzy,chinook,spawner,55,32.26,0,0,0.433,0.444,0.088,0.497,0.498,0.067
2771,Bowl Transition,fuzzy,chinook,spawner,12.379999999999999,0.04,0,0,0.375,0.355,0.04,0.658,0.602,0.117
2771,Mound,fuzzy,chinook,spawner,74.4,NA,0,0,0.078,0.1,0.052,NA,NA,NA
2771,Mound Transition,fuzzy,chinook,spawner,27.12,0,0,0,0.078,0.133,0.07,NA,NA,NA
2771,Plane,fuzzy,chinook,spawner,80.1,8.67,0,0,0.234,0.259,0.118,0.473,0.476,0.05
2771,Saddle,fuzzy,chinook,spawner,24.73,7.99,0,0,0.356,0.374,0.075,0.415,0.456,0.062
2771,Trough,fuzzy,chinook,spawner,68.76,21.91,1,1,0.354,0.38,0.107,0.508,0.512,0.069
2771,Wall,fuzzy,chinook,spawner,40.79,NA,0,0,0.096,0.146,0.072,NA,NA,NA
2771,Bowl,fuzzy,steelhead,spawner,55,30.46,0,0,0.433,0.417,0.111,0.501,0.503,0.065
2771,Bowl Transition,fuzzy,steelhead,spawner,12.379999999999999,0.04,0,0,0.301,0.291,0.033,0.658,0.602,0.117
2771,Mound,fuzzy,steelhead,spawner,74.4,NA,0,0,0.078,0.078,0.007,NA,NA,NA
2771,Mound Transition,fuzzy,steelhead,spawner,27.12,0,0,0,0.078,0.087,0.032,NA,NA,NA
2771,Plane,fuzzy,steelhead,spawner,80.1,8.67,0,0,0.196,0.215,0.14,0.473,0.476,0.05
2771,Saddle,fuzzy,steelhead,spawner,24.73,4.6,0,0,0.335,0.339,0.095,0.493,0.492,0.059
2771,Trough,fuzzy,steelhead,spawner,68.76,21.77,1,1,0.305,0.36,0.119,0.509,0.512,0.069
2771,Wall,fuzzy,steelhead,spawner,40.79,NA,0,0,0.078,0.094,0.042,NA,NA,NA
2771,Bowl,fuzzy,chinook,juvenile,55,40.4,44,44,0.462,0.469,0.147,0.497,0.529,0.107
2771,Bowl Transition,fuzzy,chinook,juvenile,12.379999999999999,1.6400000000000001,0,0,0.243,0.243,0.115,0.426,0.447,0.044
2771,Mound,fuzzy,chinook,juvenile,74.4,0.11,0,0,0.078,0.105,0.097,0.501,0.508,0.043
2771,Mound Transition,fuzzy,chinook,juvenile,27.12,0.35,0,0,0.078,0.105,0.088,0.461,0.473,0.056
2771,Plane,fuzzy,chinook,juvenile,80.1,26.560000000000002,10,10,0.253,0.308,0.244,0.578,0.6,0.138
2771,Saddle,fuzzy,chinook,juvenile,24.73,9.83,5,5,0.369,0.368,0.13,0.485,0.497,0.072
2771,Trough,fuzzy,chinook,juvenile,68.76,21.05,33,33,0.238,0.292,0.207,0.532,0.559,0.12
2771,Wall,fuzzy,chinook,juvenile,40.79,0.88,0,0,0.078,0.159,0.179,0.595,0.592,0.107
2785,Bowl,nrei,steelhead,juvenile,183.81,83.42999999999999,48,48,58.512,25.095,80.84,77.886,68.644,30.765
2785,Bowl Transition,nrei,steelhead,juvenile,28.919999999999998,3.5100000000000002,1,1,-36.909,-76.981,147.561,49.562,46.185,22.451
2785,Mound,nrei,steelhead,juvenile,362.24,0.03,0,0,-34.716,-32.767,9.94,15.57,3.868,28.715
2785,Mound Transition,nrei,steelhead,juvenile,134.68,0.96,1,1,-28.804,-35.071,51.166,19.163,18.617,22.48
2785,Plane,nrei,steelhead,juvenile,252.82,30.839,16,16,-3.625,-9.41,71.57,31.37,33.322,23.913
2785,Saddle,nrei,steelhead,juvenile,30.83,2.37,3,3,-36.911,-83.536,100.869,25.233,22.356,25.964
2785,Trough,nrei,steelhead,juvenile,220.48000000000002,76.51,34,34,23.622,-2.016,93.533,56.856,50.645,29.759
2785,Wall,nrei,steelhead,juvenile,87.15,5.2909999999999995,2,2,-7.949,-3.786,28.938,22.475,26.821,22.066
2785,Bowl,fuzzy,chinook,spawner,183.81,25.94,1,1,0.078,0.187,0.208,0.609,0.602,0.115
2785,Bowl Transition,fuzzy,chinook,spawner,28.919999999999998,2.38,0,0,0.078,0.173,0.16,0.533,0.557,0.103
2785,Mound,fuzzy,chinook,spawner,362.24,NA,0,0,0.078,0.079,0.012,NA,NA,NA
2785,Mound Transition,fuzzy,chinook,spawner,134.68,0.76,0,0,0.078,0.102,0.091,0.559,0.567,0.118
2785,Plane,fuzzy,chinook,spawner,252.82,19.88,0,0,0.078,0.177,0.191,0.544,0.579,0.14
2785,Saddle,fuzzy,chinook,spawner,30.83,4.94,0,0,0.078,0.237,0.207,0.547,0.564,0.125
2785,Trough,fuzzy,chinook,spawner,220.48000000000002,64.6,1,1,0.107,0.315,0.275,0.617,0.632,0.143
2785,Wall,fuzzy,chinook,spawner,87.15,3.46,0,0,0.078,0.127,0.13,0.511,0.52,0.081
2785,Bowl,fuzzy,steelhead,spawner,183.81,25.94,0,0,0.078,0.187,0.208,0.609,0.602,0.115
2785,Bowl Transition,fuzzy,steelhead,spawner,28.919999999999998,2.38,0,0,0.078,0.173,0.16,0.533,0.557,0.103
2785,Mound,fuzzy,steelhead,spawner,362.24,NA,0,0,0.078,0.079,0.012,NA,NA,NA
2785,Mound Transition,fuzzy,steelhead,spawner,134.68,0.76,0,0,0.078,0.102,0.091,0.559,0.567,0.118
2785,Plane,fuzzy,steelhead,spawner,252.82,19.88,0,0,0.078,0.177,0.191,0.544,0.579,0.14
2785,Saddle,fuzzy,steelhead,spawner,30.83,4.94,0,0,0.078,0.237,0.207,0.547,0.564,0.125
2785,Trough,fuzzy,steelhead,spawner,220.48000000000002,64.6,3,3,0.107,0.315,0.275,0.617,0.632,0.143
2785,Wall,fuzzy,steelhead,spawner,87.15,3.46,0,0,0.078,0.127,0.13,0.511,0.52,0.081
2785,Bowl,fuzzy,chinook,juvenile,183.81,126.03999999999999,271,271,0.704,0.653,0.237,0.736,0.731,0.131
2785,Bowl Transition,fuzzy,chinook,juvenile,28.919999999999998,16.64,7,7,0.571,0.484,0.242,0.643,0.618,0.101
2785,Mound,fuzzy,chinook,juvenile,362.24,9.42,0,0,0.078,0.218,0.208,0.554,0.553,0.085
2785,Mound Transition,fuzzy,chinook,juvenile,134.68,10.43,0,0,0.078,0.292,0.262,0.651,0.62,0.087
2785,Plane,fuzzy,chinook,juvenile,252.82,57.171,15,15,0.301,0.344,0.265,0.651,0.62,0.114
2785,Saddle,fuzzy,chinook,juvenile,30.83,8.18,7,7,0.086,0.321,0.292,0.708,0.688,0.085
2785,Trough,fuzzy,chinook,juvenile,220.48000000000002,97.08,64,64,0.449,0.432,0.245,0.624,0.611,0.131
2785,Wall,fuzzy,chinook,juvenile,87.15,15.23,6,6,0.078,0.306,0.267,0.654,0.628,0.122
2790,Bowl,nrei,steelhead,juvenile,121.11,92.42,66,66,42.463,14.672,74.247,49.568,44.96,33.445
2790,Bowl Transition,nrei,steelhead,juvenile,44.65,13.38,12,12,-141.312,-105.27,129.952,40.432,34.162,36.712
2790,Mound,nrei,steelhead,juvenile,174.55,0.98,0,0,-16.724,-9.565,23.982,25.685,28.108,15.857
2790,Mound Transition,nrei,steelhead,juvenile,75.36,1.47,0,0,-17.507,-10.599,24.936,39.181,39.516,22.932
2790,Plane,nrei,steelhead,juvenile,192.23,76.279,24,24,7.818,0.974,58.534,27.436,31.265,24.583
2790,Saddle,nrei,steelhead,juvenile,25.62,10.48,10,10,-24.367,-59.562,106.782,32.689,26.312,32.446
2790,Trough,nrei,steelhead,juvenile,182.18,95.97,95,95,12.71,-34.11,105.924,45.331,39.234,32.226
2790,Wall,nrei,steelhead,juvenile,118.23,1.26,1,1,-14.196,-4.528,33.326,44.397,45.958,27.689
2790,Bowl,fuzzy,chinook,spawner,121.11,58.7,1,1,0.348,0.36,0.218,0.579,0.566,0.057
2790,Bowl Transition,fuzzy,chinook,spawner,44.65,14.15,0,0,0.3,0.351,0.156,0.564,0.551,0.064
2790,Mound,fuzzy,chinook,spawner,174.55,NA,0,0,0.078,0.104,0.059,NA,NA,NA
2790,Mound Transition,fuzzy,chinook,spawner,75.36,0,0,0,0.078,0.109,0.062,NA,NA,NA
2790,Plane,fuzzy,chinook,spawner,192.23,26.61,0,0,0.091,0.203,0.149,0.472,0.479,0.054
2790,Saddle,fuzzy,chinook,spawner,25.62,14.85,0,0,0.46,0.399,0.188,0.552,0.542,0.066
2790,Trough,fuzzy,chinook,spawner,182.18,68.82,2,2,0.3,0.331,0.189,0.553,0.543,0.07
2790,Wall,fuzzy,chinook,spawner,118.23,0.01,0,0,0.078,0.098,0.052,0.418,0.418,0
2790,Bowl,fuzzy,steelhead,spawner,121.11,58.7,1,1,0.348,0.335,0.234,0.579,0.566,0.057
2790,Bowl Transition,fuzzy,steelhead,spawner,44.65,14.15,1,1,0.271,0.318,0.177,0.564,0.551,0.064
2790,Mound,fuzzy,steelhead,spawner,174.55,NA,0,0,0.078,0.085,0.035,NA,NA,NA
2790,Mound Transition,fuzzy,steelhead,spawner,75.36,0,0,0,0.078,0.078,0.007,NA,NA,NA
2790,Plane,fuzzy,steelhead,spawner,192.23,26.61,0,0,0.078,0.176,0.153,0.472,0.479,0.054
2790,Saddle,fuzzy,steelhead,spawner,25.62,14.85,0,0,0.46,0.399,0.188,0.552,0.542,0.066
2790,Trough,fuzzy,steelhead,spawner,182.18,68.82,3,3,0.222,0.302,0.206,0.553,0.543,0.07
2790,Wall,fuzzy,steelhead,spawner,118.23,0.01,0,0,0.078,0.079,0.014,0.418,0.418,0
2790,Bowl,fuzzy,chinook,juvenile,121.11,33.62,60,60,0.283,0.31,0.198,0.526,0.568,0.138
2790,Bowl Transition,fuzzy,chinook,juvenile,44.65,3.9,7,7,0.085,0.17,0.146,0.51,0.54,0.113
2790,Mound,fuzzy,chinook,juvenile,174.55,1.6900000000000002,6,6,0.078,0.179,0.221,0.656,0.664,0.144
2790,Mound Transition,fuzzy,chinook,juvenile,75.36,2.32,3,3,0.078,0.123,0.141,0.596,0.62,0.151
2790,Plane,fuzzy,chinook,juvenile,192.23,67.989,27,27,0.321,0.325,0.215,0.539,0.559,0.112
2790,Saddle,fuzzy,chinook,juvenile,25.62,2.38,1,1,0.087,0.172,0.14,0.475,0.505,0.087
2790,Trough,fuzzy,chinook,juvenile,182.18,39.32,31,31,0.218,0.253,0.18,0.501,0.529,0.104
2790,Wall,fuzzy,chinook,juvenile,118.23,2.43,7,7,0.078,0.145,0.173,0.614,0.623,0.134
2898,Bowl,nrei,steelhead,juvenile,723.05,169.64000000000001,467,467,48.509,31.836,55.88,49.935,41.422,38.459
2898,Bowl Transition,nrei,steelhead,juvenile,3094.63,564.76,1924,1924,33.069,-8.617,85.069,42.547,32.073,47.12
2898,Mound,nrei,steelhead,juvenile,2157.55,0.12,0,0,-32.426,-29.618,11.158,26.784,25.86,16.788
2898,Mound Transition,nrei,steelhead,juvenile,1498.443,12.462,16,16,-22.405,-15.736,20.907,20.472,23.879,12.921
2898,Plane,nrei,steelhead,juvenile,3866.39,649.219,1021,1021,50.344,41.634,31.347,56.418,52.662,20.864
2898,Saddle,nrei,steelhead,juvenile,573.3199999999999,127.59,388,388,46.534,33.027,51.304,49.549,43.739,35.746
2898,Trough,nrei,steelhead,juvenile,4318.368,951.36,2325,2325,52.313,29.859,65.297,55.792,49.073,35.134
2898,Wall,nrei,steelhead,juvenile,2728.03,0.08,1,1,-31.678,-27.558,10.981,17.552,17.542,2.384
2898,Bowl,fuzzy,chinook,spawner,723.05,706.9,22,22,0.568,0.558,0.064,0.569,0.564,0.052
2898,Bowl Transition,fuzzy,chinook,spawner,3094.63,2963.37,93,93,0.565,0.553,0.072,0.568,0.563,0.056
2898,Mound,fuzzy,chinook,spawner,2157.55,0.59,0,0,0.078,0.086,0.035,0.53,0.52,0.066
2898,Mound Transition,fuzzy,chinook,spawner,1498.443,3.781,0,0,0.078,0.117,0.073,0.426,0.451,0.061
2898,Plane,fuzzy,chinook,spawner,3866.39,1746.285,2,2,0.383,0.361,0.146,0.49,0.491,0.055
2898,Saddle,fuzzy,chinook,spawner,573.3199999999999,540.6600000000001,15,15,0.558,0.542,0.082,0.563,0.556,0.06
2898,Trough,fuzzy,chinook,spawner,4318.368,4066.875,70,70,0.54,0.529,0.076,0.544,0.54,0.059
2898,Wall,fuzzy,chinook,spawner,2728.03,NA,0,0,0.078,0.1,0.047,NA,NA,NA
2898,Bowl,fuzzy,steelhead,spawner,723.05,706.9,26,26,0.568,0.558,0.064,0.569,0.564,0.052
2898,Bowl Transition,fuzzy,steelhead,spawner,3094.63,2963.37,137,137,0.565,0.553,0.072,0.568,0.563,0.056
2898,Mound,fuzzy,steelhead,spawner,2157.55,0.59,0,0,0.078,0.086,0.035,0.53,0.52,0.066
2898,Mound Transition,fuzzy,steelhead,spawner,1498.443,3.781,0,0,0.078,0.117,0.073,0.426,0.451,0.061
2898,Plane,fuzzy,steelhead,spawner,3866.39,1746.285,2,2,0.383,0.361,0.146,0.49,0.491,0.055
2898,Saddle,fuzzy,steelhead,spawner,573.3199999999999,540.6600000000001,24,24,0.558,0.542,0.082,0.563,0.556,0.06
2898,Trough,fuzzy,steelhead,spawner,4318.368,4066.875,93,93,0.54,0.529,0.076,0.544,0.54,0.059
2898,Wall,fuzzy,steelhead,spawner,2728.03,NA,0,0,0.078,0.1,0.047,NA,NA,NA
2898,Bowl,fuzzy,chinook,juvenile,723.05,170.85,41,41,0.289,0.294,0.15,0.467,0.495,0.09
2898,Bowl Transition,fuzzy,chinook,juvenile,3094.63,502.252,177,177,0.177,0.229,0.161,0.487,0.512,0.095
2898,Mound,fuzzy,chinook,juvenile,2157.55,9.372,1,1,0.078,0.11,0.1,0.487,0.492,0.061
2898,Mound Transition,fuzzy,chinook,juvenile,1498.443,214.347,242,242,0.078,0.206,0.211,0.562,0.581,0.123
2898,Plane,fuzzy,chinook,juvenile,3866.39,2844.289,3723,3723,0.525,0.51,0.201,0.592,0.603,0.127
2898,Saddle,fuzzy,chinook,juvenile,573.3199999999999,207.76,99,99,0.326,0.33,0.187,0.514,0.535,0.1
2898,Trough,fuzzy,chinook,juvenile,4318.368,1822.068,1211,1211,0.368,0.362,0.194,0.52,0.545,0.113
2898,Wall,fuzzy,chinook,juvenile,2728.03,20.232,10,10,0.078,0.192,0.189,0.537,0.549,0.094
294,Bowl,nrei,steelhead,juvenile,951.1,5.78,42,42,-196.679,-215.927,89.822,23.095,-21.669,90.901
294,Bowl Transition,nrei,steelhead,juvenile,711.22,1.99,6,6,-265.293,-315.958,176.151,-9.001,-40.534,81.538
294,Mound,nrei,steelhead,juvenile,1692.35,282.31,860,860,36.806,-5.345,90.162,46.972,37.955,41.511
294,Mound Transition,nrei,steelhead,juvenile,841.14,80.32000000000001,298,298,-138.651,-96.261,116.363,33.552,18.402,49.498
294,Plane,nrei,steelhead,juvenile,1878.06,81.56,352,352,-166.537,-156.287,115.993,25.33,-4.265,64.769
294,Saddle,nrei,steelhead,juvenile,44.85,NA,0,0,-413.392,-449.108,179.85,NA,NA,NA
294,Trough,nrei,steelhead,juvenile,1954.52,24.72,143,143,-200.499,-223.572,128.05,22.78,-13.465,72.143
294,Wall,nrei,steelhead,juvenile,1103.22,173.23,402,402,46.112,22.48,74.53,53.614,44.122,43.38
294,Bowl,fuzzy,chinook,spawner,951.1,141.46,2,2,0.3,0.34,0.074,0.454,0.483,0.094
294,Bowl Transition,fuzzy,chinook,spawner,711.22,29.038999999999998,0,0,0.3,0.311,0.044,0.495,0.503,0.074
294,Mound,fuzzy,chinook,spawner,1692.35,1388.649,32,32,0.56,0.544,0.133,0.572,0.578,0.095
294,Mound Transition,fuzzy,chinook,spawner,841.14,591.339,13,13,0.522,0.485,0.124,0.561,0.555,0.068
294,Plane,fuzzy,chinook,spawner,1878.06,876.811,20,20,0.373,0.417,0.125,0.541,0.538,0.072
294,Saddle,fuzzy,chinook,spawner,44.85,NA,0,0,0.3,0.3,0,NA,NA,NA
294,Trough,fuzzy,chinook,spawner,1954.52,443.611,2,2,0.3,0.353,0.091,0.493,0.505,0.072
294,Wall,fuzzy,chinook,spawner,1103.22,529.832,13,13,0.526,0.512,0.129,0.55,0.555,0.088
294,Bowl,fuzzy,steelhead,spawner,951.1,141.46,1,1,0.3,0.34,0.074,0.454,0.483,0.094
294,Bowl Transition,fuzzy,steelhead,spawner,711.22,29.038999999999998,0,0,0.3,0.311,0.044,0.495,0.503,0.074
294,Mound,fuzzy,steelhead,spawner,1692.35,1388.649,50,50,0.56,0.544,0.133,0.572,0.578,0.095
294,Mound Transition,fuzzy,steelhead,spawner,841.14,591.339,18,18,0.522,0.485,0.124,0.561,0.555,0.068
294,Plane,fuzzy,steelhead,spawner,1878.06,876.811,23,23,0.373,0.417,0.125,0.541,0.538,0.072
294,Saddle,fuzzy,steelhead,spawner,44.85,NA,0,0,0.3,0.3,0,NA,NA,NA
294,Trough,fuzzy,steelhead,spawner,1954.52,443.611,5,5,0.3,0.353,0.091,0.493,0.505,0.072
294,Wall,fuzzy,steelhead,spawner,1103.22,529.832,17,17,0.526,0.512,0.129,0.55,0.555,0.088
294,Bowl,fuzzy,chinook,juvenile,951.1,5.32,8,8,0.078,0.083,0.04,0.586,0.587,0.096
294,Bowl Transition,fuzzy,chinook,juvenile,711.22,0.71,1,1,0.078,0.079,0.021,0.7,0.704,0.043
294,Mound,fuzzy,chinook,juvenile,1692.35,430.622,264,264,0.26,0.28,0.186,0.499,0.527,0.103
294,Mound Transition,fuzzy,chinook,juvenile,841.14,35.409,25,25,0.085,0.144,0.116,0.464,0.508,0.117
294,Plane,fuzzy,chinook,juvenile,1878.06,27.13,16,16,0.08,0.099,0.07,0.474,0.501,0.106
294,Saddle,fuzzy,chinook,juvenile,44.85,NA,0,0,0.078,0.078,0,NA,NA,NA
294,Trough,fuzzy,chinook,juvenile,1954.52,7.29,12,12,0.078,0.084,0.038,0.572,0.57,0.124
294,Wall,fuzzy,chinook,juvenile,1103.22,327.319,436,436,0.41,0.4,0.22,0.56,0.581,0.122
3146,Bowl,nrei,steelhead,juvenile,236.62,109.24,104,104,-56.097,-74.08,122.736,45.133,41.79,30.453
3146,Bowl Transition,nrei,steelhead,juvenile,264.43,50.46,51,51,-203.752,-212.624,218.372,46.108,43.542,26.855
