,GU,GUKey,UnitID,Channel,Perimeter,ElongRatio,Morphology,Position,Orient,OrientCat,bfSlope,bfSlopeSm,bedSlope,Area,Width,Length,LtoWRatio,bfwRatio,ThalwegCh,OnThalweg,No.Fish,No.FishBest,SuitArea,BestArea,MedModelVal,visit
2478,Pocket Pool,Pk,26,NA,9.800000466,0.761296132,NA,Mid Channel,-34.89829795,Diagonal,1.630232584,1.53140039,1.707262042,4.120000387,1.369452613,3.00850161,2.19686434,0.060595248,Main,Main,0,NA,0,NA,0.209999993,2153
2479,Pocket Pool,Pk,27,NA,7.800000371,0.924446544,NA,Mid Channel,24.5444135,Diagonal,1.029212679,1.200438533,2.354710942,2.960000285,1.409523876,2.1000001,1.489864866,0.062368313,None,None,0,NA,0,NA,0.079999998,2153
2480,Pocket Pool,Pk,28,NA,10.80000051,0.487155003,Elongated,Mid Channel,-7.610464696,Longitudinal,0.451327936,0.904647869,0.723808887,3.150000307,0.766244239,4.110961153,5.365079364,0.033904612,Main,Main,0,NA,0,NA,0.230000004,2153
2481,Pocket Pool,Pk,29,NA,7.20000034,0.816661229,NA,Mid Channel,82.42092259,Transverse,0.567312943,0.849697124,1.352216812,2.310000215,1.100000052,2.100000099,1.909090908,0.048672569,None,None,0,NA,0,NA,0.100000001,2153
2482,Pocket Pool,Pk,30,NA,10.20000049,0.681267805,NA,Mid Channel,1.883244859,Longitudinal,0.847950329,0.827561483,1.255799809,4.100000401,1.222516057,3.353739501,2.743309164,0.054093631,Main,Main,0,NA,0,NA,0.230000004,2153
2483,Pocket Pool,Pk,31,NA,10.20000048,0.745270403,NA,Mid Channel,-7.174324683,Longitudinal,1.187014194,1.089585208,1.102815935,4.450000423,1.393280817,3.193900589,2.292359552,0.061649594,Main,Main,0,NA,0,NA,0.230000004,2153
2484,Pocket Pool,Pk,32,NA,10.80000051,0.80864778,NA,Mid Channel,-49.90620674,Diagonal,1.132950578,1.360554977,1.099538377,5.200000492,1.634202416,3.181980667,1.947115385,0.072309841,None,None,0,NA,0,NA,0.079999998,2153
2485,Pocket Pool,Pk,33,NA,7.80000037,0.756647991,NA,Mid Channel,12.1422706,Longitudinal,0.87657439,0.853174563,0.636077457,2.590000244,1.079166718,2.400000114,2.223938224,0.04775074,Main,Main,0,NA,0,NA,0.230000004,2153
2486,Pool,Po,34,NA,93.20000442,0.505758203,Elongated,Margin Attached,-1.980072566,Longitudinal,1.700421577,1.586842993,9.571488269,166.7400159,5.78772132,28.80926821,4.977652969,0.256093864,Main,"Cut-off, Main",0,NA,0,NA,0.079999998,2153
2487,Pool,Po,35,NA,21.60000102,0.757305334,NA,Mid Channel,21.30187808,Diagonal,0.703318081,0.705607794,4.355069217,20.22000193,3.017910591,6.700000318,2.220079129,0.133535867,None,None,0,NA,0,NA,0.079999998,2153
2488,Pool,Po,36,NA,20.20000096,0.58115303,Elongated,Mid Channel,55.34781543,Diagonal,0.697718284,0.773804689,1.855437748,11.18000105,1.722091352,6.492106849,3.769896899,0.076198732,None,None,0,NA,0,NA,0.079999998,2153
2489,Pool,Po,37,NA,17.80000084,0.675853724,NA,Mid Channel,-3.952661286,Longitudinal,0.958006277,0.987692839,4.043257871,12.47000118,2.115099077,5.895705463,2.787437017,0.093588455,None,None,0,NA,0,NA,0.200000003,2153
2490,Pool,Po,38,NA,19.80000094,0.899421943,NA,Mid Channel,118.9426322,Diagonal,1.008061046,1.181931933,1.753226911,17.18000164,3.303846311,5.200000247,1.573923166,0.14618789,Main,Main,0,NA,0,NA,0.219999999,2153
2491,Pool,Po,39,NA,13.60000064,0.642199586,NA,Mid Channel,7.492477057,Longitudinal,0.711740542,0.792500989,0.64998385,6.740000642,1.477558714,4.561578891,3.087240356,0.065378704,Main,Main,0,NA,0,NA,0.219999999,2153
2492,Pool,Po,40,NA,20.20000096,0.646515808,NA,Mid Channel,-26.75503645,Diagonal,1.130666297,1.024697756,1.686804167,13.89000133,2.135379401,6.5046995,3.04615634,0.094485814,Main,Main,0,NA,0,NA,0.230000004,2153
2493,Pool,Po,41,NA,21.200001,0.795413176,NA,Mid Channel,19.39072638,Diagonal,1.036420614,1.059464813,3.741604532,19.68000187,3.127160025,6.293250653,2.012449188,0.138369913,Main,Main,0,NA,0,NA,0.230000004,2153
2494,Pool,Po,42,NA,22.60000107,0.688132608,NA,Mid Channel,7.64380831,Longitudinal,0.724940304,0.820143436,4.411304741,21.66000206,2.838220561,7.631542932,2.688847737,0.125584981,Main,Main,0,NA,0,NA,0.219999999,2153
2495,Pool,Po,43,NA,38.0000018,0.517358749,Elongated,Mid Channel,3.180413026,Longitudinal,0.577612999,0.589681298,2.243402375,37.58000358,2.810703041,13.3703216,4.756931417,0.124367391,Main,Main,0,NA,0,NA,0.200000003,2153
2496,Pool,Po,44,NA,20.00000095,0.674889032,NA,Mid Channel,-28.67281328,Diagonal,0.988454131,0.97072786,1.279032882,13.61000129,2.206511579,6.168107805,2.795411483,0.097633256,Main,Main,0,NA,0,NA,0.219999999,2153
2497,Pool,Po,45,NA,14.40000068,0.545509427,Elongated,Mid Channel,3.014649981,Longitudinal,0.554099261,0.580360715,1.187287189,7.070000669,1.285454607,5.500000261,4.278642149,0.056878522,Main,Main,0,NA,0,NA,0.209999993,2153
2498,Pool,Po,46,NA,31.20000148,0.606692169,NA,Mid Channel,3.857803902,Longitudinal,0.139003564,0.261933484,2.144778368,23.87007902,2.952764668,10.21415733,3.45918435,0.130653304,Main,Main,0,NA,0,NA,0.079999998,2153
2499,Riffle,Rf,47,NA,15.80000075,0.751344328,NA,Mid Channel,50.0768995,Diagonal,0.376483595,1.573850552,4.929879431,7.670000728,1.84408728,4.15923954,2.255446142,0.081596782,Main,Cut-off,0,NA,0,NA,0.079999998,2153
2500,Riffle,Rf,48,NA,224.4000107,0.46763589,Elongated,Channel Spanning,-2.823475096,Longitudinal,0.698670642,0.864127434,3.093009866,395.3500375,8.240308751,47.97757578,5.822303172,0.364615431,Main,Main,0,NA,0,NA,0.079999998,2153
2501,Riffle,Rf,49,NA,36.60000174,0.728820444,NA,Mid Channel,-109.6948333,Diagonal,1.009502866,1.055621124,2.259098035,37.81000359,3.971628907,9.520024273,2.397007499,0.175735792,Main,Main,0,NA,0,NA,0.209999993,2153
2502,Riffle,Rf,50,NA,234.6000111,0.403233871,Elongated,Margin Detached,-5.306638975,Longitudinal,0.75833109,0.768318555,2.797407014,424.3801842,7.449234841,58.33217109,7.830625875,0.329612161,Main,Main,0,NA,0,NA,0.079999998,2153
2503,Transition,Tr,51,NA,161.2000077,0.166648183,Elongated,Margin Attached,9.071943643,Longitudinal,1.494060599,1.448749013,7.816374123,47.11994373,1.093490155,50.13305785,45.84683055,0.04838452,Main,Main,0,NA,0,NA,0.079999998,2153
2504,Transition,Tr,52,NA,409.8000195,0.314686426,Elongated,Margin Attached,-18.09177788,Diagonal,1.347992122,1.310226929,4.464355486,107.2694464,5.133198737,65.99978874,12.85743883,0.227132687,Main,Cut-off,0,NA,0,NA,0.079999998,2153
2505,Transition,Tr,53,NA,32.60000155,0.773740017,NA,Mid Channel,-34.49231666,Diagonal,1.332367201,1.212588512,2.465049713,19.50000185,3.028008863,6.439876081,2.126769231,0.133982693,None,None,0,NA,0,NA,0.079999998,2153
2506,Transition,Tr,54,NA,389.0000185,0.064626962,Elongated,Margin Detached,21.91375481,Diagonal,0.996292077,1.00188409,6.786193072,72.30000689,0.486998552,148.4604145,304.8477535,0.021548608,None,None,0,NA,0,NA,0.079999998,2153
2507,Transition,Tr,55,NA,580.6000276,0.10271391,Elongated,Margin Detached,29.63457654,Diagonal,1.090184681,1.086213771,3.34068378,201.1901625,1.572569435,189.7849607,120.6846302,0.069582718,None,None,0,NA,0,NA,0.079999998,2153
2508,Transition,Tr,56,NA,220.8000105,0.10066896,Elongated,Margin Detached,-6.281591466,Longitudinal,1.000195774,0.973758217,5.477103048,55.53000242,0.664820185,83.52635276,125.6375102,0.029416822,None,None,0,NA,0,NA,0.079999998,2153
2509,Transition,Tr,57,NA,103.6000049,0.125348068,Elongated,Mid Channel,1.134579412,Longitudinal,0.607279699,0.690406927,5.701687133,23.18000217,0.534834159,43.34054172,81.03547793,0.023665228,None,None,0,NA,0,NA,0.079999998,2153
2510,Transition,Tr,58,NA,190.400009,0.170389317,Elongated,Margin Detached,1.572929332,Longitudinal,0.647821433,0.661288927,4.938561431,124.0900554,1.722234975,75.52977047,43.85567102,0.076205087,None,None,0,NA,0,NA,0.079999998,2153
2511,Transition,Tr,59,NA,191.8000091,0.213606161,Elongated,Margin Detached,-2.897817265,Longitudinal,0.597259018,0.609783177,3.541582782,179.6800691,2.653154017,74.03641755,27.90505831,0.117396195,None,None,0,NA,0,NA,0.079999998,2153
2512,Bank,Bk,1,NA,17.60000084,0.246193655,Elongated,Margin Attached,-2.406453087,Longitudinal,1.11364176,1.427592776,24.82704804,1.909992957,0.310863444,6.530199144,21.00664867,0.081806169,None,None,NA,NA,NA,NA,NA,22
2513,Bank,Bk,2,NA,44.60000212,0.173090995,Elongated,Margin Attached,7.254222603,Longitudinal,2.327133266,2.229972481,30.73410918,3.580089005,0.370067329,15.72686941,42.4973192,0.097386139,None,None,NA,NA,NA,NA,NA,22
2514,Bank,Bk,3,NA,41.80000198,0.152469377,Elongated,Margin Attached,-1.162513744,Longitudinal,2.265727133,1.841672411,25.18457535,4.139668867,0.297576255,16.29834499,54.77031429,0.078309541,None,None,NA,NA,NA,NA,NA,22
2515,Bank,Bk,4,NA,44.80000213,0.217660786,Elongated,Margin Attached,-4.784562201,Longitudinal,2.835815553,2.125102655,31.49056698,6.100073915,0.500045598,13.43877572,26.87510055,0.131590947,None,None,NA,NA,NA,NA,NA,22
2516,Bank,Bk,5,NA,65.2000031,0.174098426,Elongated,Margin Attached,28.85336061,Diagonal,1.75068253,1.631380789,26.34165311,6.879564361,0.465180567,19.54080093,42.00691582,0.122415939,None,None,NA,NA,NA,NA,NA,22
2517,Bank,Bk,6,NA,26.80000127,0.180335246,Elongated,Margin Attached,5.180935721,Longitudinal,2.20741621,1.801247187,30.42882489,2.040090253,0.249643526,9.773937549,39.15157629,0.065695665,None,None,NA,NA,NA,NA,NA,22
2518,Bank,Bk,7,NA,5.400000256,0.474086161,Elongated,Margin Attached,1.696841286,Longitudinal,2.008057487,1.964876833,23.12380312,0.410030571,0.338733956,1.918910254,5.664948021,0.089140515,None,None,NA,NA,NA,NA,NA,22
2519,Bank,Bk,8,NA,23.0000011,0.294298918,Elongated,Margin Attached,-47.65213551,Diagonal,4.733425463,3.037257991,35.85740345,2.129933121,0.411559961,6.050151793,14.70053544,0.108305253,None,None,NA,NA,NA,NA,NA,22
2520,Bank,Bk,9,NA,19.40000092,0.232803078,Elongated,Margin Attached,-5.637222836,Longitudinal,3.358393958,2.973961675,27.89455584,2.220081683,0.332675004,7.815436135,23.49270622,0.087546054,None,None,NA,NA,NA,NA,NA,22
2521,Bank,Bk,10,NA,19.20000091,0.232626543,Elongated,Margin Attached,20.38770202,Diagonal,2.325251535,1.90308054,28.54766939,1.720000399,0.309239743,7.27590896,23.52837606,0.08137888,None,None,NA,NA,NA,NA,NA,22
2522,Bank,Bk,11,NA,20.80000099,0.214264699,Elongated,Margin Attached,-0.578009828,Longitudinal,1.631591693,1.772456559,28.59921086,1.579944007,0.26988024,7.484802119,27.7337908,0.071021116,None,None,NA,NA,NA,NA,NA,22
2523,Bank,Bk,12,NA,5.600000268,0.452310708,Elongated,Margin Attached,8.882572513,Longitudinal,2.062563857,1.496194056,23.19359432,0.600012699,0.369565235,2.30000011,6.223529415,0.097254009,None,None,NA,NA,NA,NA,NA,22
2524,Bank,Bk,13,NA,61.20000291,0.159188925,Elongated,Margin Attached,-40.11158842,Diagonal,1.979357449,1.562247134,39.96665518,7.470077254,0.409610815,20.58051325,50.24406708,0.10779232,None,None,NA,NA,NA,NA,NA,22
2525,Bank,Bk,14,NA,15.20000072,0.253816087,Elongated,Margin Attached,2.640691994,Longitudinal,1.617971393,1.471908213,30.2306224,1.570029131,0.297565753,5.88105367,19.76387943,0.078306777,None,None,NA,NA,NA,NA,NA,22
2526,Bank,Bk,15,NA,43.20000205,0.159212567,Elongated,Margin Attached,-5.070803609,Longitudinal,1.949832471,1.66171002,30.24428253,4.419733011,0.325750977,16.36219344,50.22914612,0.085723941,None,None,NA,NA,NA,NA,NA,22
2527,Bank,Bk,16,NA,30.80000146,0.20039261,Elongated,Margin Attached,-10.72061375,Longitudinal,3.320230578,2.517089195,36.52356311,2.46005033,0.346648214,10.99097071,31.70641091,0.091223214,None,None,NA,NA,NA,NA,NA,22
2528,Glide-Run,GR,17,NA,57.40000273,0.265355492,Elongated,Margin Detached,3.127295071,Longitudinal,1.760441572,1.778120679,4.238457392,25.44002324,1.191245258,21.54048654,18.08232722,0.313485594,Main,Cut-off,NA,NA,NA,NA,NA,22
2529,Chute,Ch,18,NA,14.00000066,0.393777259,Elongated,Margin Attached,9.774834935,Longitudinal,2.265487869,1.985495187,8.281955386,3.220000307,0.626214826,5.142005865,8.211249007,0.164793375,Main,Cut-off,NA,NA,NA,NA,NA,22
2530,Glide-Run,GR,19,NA,36.00000171,0.637187453,NA,Margin Attached,-2.876080108,Longitudinal,1.717856265,1.833882054,10.99602274,4.679976494,1.597191488,5.008792508,3.136,0.42031355,Main,"Main, Split",NA,NA,NA,NA,NA,22
2531,Glide-Run,GR,20,NA,90.80000431,0.266988686,Elongated,Margin Attached,4.664965893,Longitudinal,1.749656541,1.824086434,4.913411391,37.43000354,1.388171325,24.7952127,17.86178137,0.365308243,Main,"Cut-off, Main",NA,NA,NA,NA,NA,22
2532,Glide-Run,GR,21,NA,46.4000022,0.332494792,Elongated,Margin Attached,4.587512046,Longitudinal,1.770891571,1.814537386,7.382103974,14.21000135,1.110776452,12.79285434,11.51703776,0.292309593,Main,"Cut-off, Main",NA,NA,NA,NA,NA,22
2533,Glide-Run,GR,22,NA,56.00000266,0.4777836,Elongated,Channel Spanning,8.983222132,Longitudinal,1.895150555,1.870953749,4.998666081,33.62996701,2.458051439,13.71004799,5.577608252,0.646855642,"Main, Secondary","Cut-off, Main, Anabranch",NA,NA,NA,NA,NA,22
2534,Glide-Run,GR,23,NA,128.6000061,0.262371864,Elongated,Margin Attached,-11.18356066,Longitudinal,1.526616771,1.596153345,8.6782358,40.34998658,1.477011268,27.31868382,18.49592107,0.388687176,"Main, Backwater","Main, Return, Split",NA,NA,NA,NA,NA,22
2535,Glide-Run,GR,24,NA,16.60000079,0.606936895,NA,Margin Detached,-30.62876306,Diagonal,1.348678423,1.811327491,6.767274115,1.400008627,1.203946475,4.161314959,3.456395319,0.31682802,Main,Main,NA,NA,NA,NA,NA,22
2536,Margin Attached Bar,Br,25,NA,7.400000351,0.614974913,NA,Margin Detached,-135.273518,Diagonal,2.610036168,2.314349842,6.613984023,1.479997573,0.667494677,2.247209144,3.366632305,0.175656494,Main,Main,NA,NA,NA,NA,NA,22
2537,Margin Attached Bar,Br,26,NA,15.60000074,0.343634484,Elongated,Margin Attached,14.07427301,Longitudinal,2.809892342,2.541789366,11.99785463,2.34994789,0.49387767,5.325205832,10.78243896,0.129967808,None,None,NA,NA,NA,NA,NA,22
2538,Margin Attached Bar,Br,27,NA,15.20000072,0.303736461,Elongated,Margin Attached,-7.574937092,Longitudinal,1.829751544,1.843795278,16.24213071,1.499909975,0.391931019,5.409115636,13.80119301,0.103139742,None,None,NA,NA,NA,NA,NA,22
2539,Margin Attached Bar,Br,28,NA,45.20000215,0.218386245,Elongated,Margin Attached,3.261424631,Longitudinal,1.774322581,1.770503638,12.66067463,1.980252268,0.587034969,15.671981,26.69684402,0.154482887,Main,Cut-off,NA,NA,NA,NA,NA,22
2540,Margin Attached Bar,Br,29,NA,14.40000068,0.582313537,Elongated,Margin Attached,6.334425159,Longitudinal,1.837134788,2.061231603,9.648243753,2.7199747,0.926039688,3.477173113,3.754885624,0.243694655,None,None,NA,NA,NA,NA,NA,22
2541,Margin Attached Bar,Br,30,NA,16.60000078,0.393935614,Elongated,Margin Attached,11.38002031,Longitudinal,2.253006446,2.192893907,14.65622349,2.030103985,0.685015483,5.620311453,8.204648786,0.180267232,None,None,NA,NA,NA,NA,NA,22
2542,Margin Attached Bar,Br,31,NA,17.60000083,0.482844416,Elongated,Margin Attached,24.01515719,Diagonal,3.848428221,3.400494003,14.69661938,0.989988936,0.769047656,4.200000199,5.461300308,0.202380962,None,None,NA,NA,NA,NA,NA,22
2543,Margin Attached Bar,Br,32,NA,21.200001,0.343347532,Elongated,Margin Attached,0.097981053,Longitudinal,2.813638338,2.753320546,14.7683103,1.790077261,0.574121363,6.200780129,10.80046926,0.151084569,None,None,NA,NA,NA,NA,NA,22
2544,Margin Attached Bar,Br,33,NA,10.40000049,0.339772227,Elongated,Margin Attached,-11.75420784,Longitudinal,2.970940822,2.325920755,16.79579757,0.280018694,0.250125056,2.75862033,11.02896436,0.065822383,None,None,NA,NA,NA,NA,NA,22
2545,Margin Attached Bar,Br,34,NA,17.20000081,0.51123731,Elongated,Margin Attached,-21.00989259,Diagonal,1.850257626,1.681979771,9.914314892,3.140019107,1.074077148,5.232399315,4.871530248,0.282651881,Main,Cut-off,NA,NA,NA,NA,NA,22
2546,Margin Attached Bar,Br,35,NA,62.40000296,0.271715186,Elongated,Margin Attached,-9.839738921,Longitudinal,1.646717757,1.62499366,11.00752183,6.649921938,1.071227187,18.47414081,17.24577292,0.281901891,None,None,NA,NA,NA,NA,NA,22
2547,Margin Attached Bar,Br,36,NA,20.80000099,0.288240939,Elongated,Margin Attached,2.102011819,Longitudinal,1.266496297,1.373560617,11.48910328,1.329865123,0.513441684,7.868469798,15.32495324,0.135116233,None,None,NA,NA,NA,NA,NA,22
2548,Margin Attached Bar,Br,37,NA,11.60000056,0.441397198,Elongated,Margin Attached,25.50421221,Diagonal,3.330683243,2.072399331,12.06162284,1.120031494,0.523360408,3.420205549,6.535086527,0.137726423,Backwater,Return,NA,NA,NA,NA,NA,22
2549,Margin Attached Bar,Br,38,NA,8.800000422,0.354517501,Elongated,Margin Attached,-2.189584172,Longitudinal,2.405870663,1.72960849,15.8653929,1.089991746,0.328016512,3.323003762,10.13059904,0.086320135,None,None,NA,NA,NA,NA,NA,22
2550,Margin Attached Bar,Br,39,NA,16.60000079,0.416452984,Elongated,Margin Attached,-2.426439517,Longitudinal,2.031508442,1.692350425,14.49271427,2.250117153,0.801828993,5.8865425,7.341393924,0.21100763,None,None,NA,NA,NA,NA,NA,22
2551,Margin Attached Bar,Br,40,NA,41.20000196,0.340525908,Elongated,Margin Attached,28.28301654,Diagonal,2.334364591,1.898596093,13.52260797,0.549960869,1.002719532,11.01005884,10.98019784,0.263873561,Main,Main,NA,NA,NA,NA,NA,22
2552,Mid Channel Bar,Bc,41,NA,13.20000063,0.769294761,NA,Margin Attached,-119.4293966,Diagonal,1.543925667,1.506287547,4.128338014,2.869972029,1.447857511,3.114947703,2.151418686,0.381015134,Main,Split,NA,NA,NA,NA,NA,22
2553,Mid Channel Bar,Bc,42,NA,7.600000361,0.677794957,NA,Mid Channel,12.67461685,Longitudinal,2.407084684,2.199461418,10.87318274,1.800000204,0.866312894,2.400980306,2.771493212,0.227977077,None,None,NA,NA,NA,NA,NA,22
2554,Mid Channel Bar,Bc,43,NA,13.00000062,0.407758778,Elongated,Mid Channel,19.67069831,Diagonal,1.444845319,1.630847675,6.450689443,2.860000285,0.61961477,4.74488411,7.657796967,0.163056519,None,None,NA,NA,NA,NA,NA,22
2555,Mid Channel Bar,Bc,44,NA,19.74360312,0.599309379,Elongated,Margin Detached,21.71465759,Diagonal,2.071541946,2.32002538,10.34819302,5.549399539,1.78297928,6.320546539,3.544935496,0.469205074,Secondary,Anabranch,NA,NA,NA,NA,NA,22
2556,Mid Channel Bar,Bc,45,NA,50.20000239,0.427051064,Elongated,Mid Channel,5.859340175,Longitudinal,2.724283414,2.863147443,12.46839812,4.060050582,1.487127601,10.38243218,6.981534184,0.391349369,None,None,NA,NA,NA,NA,NA,22
2557,Mid Channel Bar,Bc,46,NA,20.00000095,0.673485989,NA,Mid Channel,24.18856921,Diagonal,2.459835075,2.488616439,18.02231576,6.090000752,1.672276827,4.69419932,2.807070721,0.440072849,Main,Cut-off,NA,NA,NA,NA,NA,22
2558,Pocket Pool,Pk,47,NA,2.800000131,1.019499925,NA,Mid Channel,-30.56365389,Diagonal,1.986969078,1.974311882,3.531646058,0.400000036,0.571428598,0.700000033,1.225,0.150375947,Main,Main,NA,NA,NA,NA,NA,22
2559,Pocket Pool,Pk,48,NA,3.600000169,0.625912411,NA,Margin Detached,-18.55719798,Diagonal,2.905368016,1.939914401,7.293564215,0.520000044,0.40000002,1.30000006,3.249999992,0.105263163,Main,Main,NA,NA,NA,NA,NA,22
2560,Pocket Pool,Pk,49,NA,4.800000228,0.508464019,Elongated,Mid Channel,-26.17927171,Diagonal,3.479986417,3.364965986,10.96394277,0.580000055,0.343177654,1.690086896,4.924816282,0.090309909,Secondary,"Cut-off, Anabranch",NA,NA,NA,NA,NA,22
2561,Pocket Pool,Pk,50,NA,6.600000313,0.449309453,Elongated,Margin Attached,5.759259381,Longitudinal,0,3.440289372,18.07181198,0.839994911,0.36494715,2.301703356,6.306949805,0.096038724,Secondary,"Cut-off, Anabranch",NA,NA,NA,NA,NA,22
2562,Pocket Pool,Pk,51,NA,5.200000249,0.50745378,Elongated,Margin Attached,-0.307748744,Longitudinal,1.579746101,1.774047696,6.97642601,0.720000066,0.381599255,1.886796317,4.944444445,0.100420857,Secondary,Anabranch,NA,NA,NA,NA,NA,22
2563,Pocket Pool,Pk,52,NA,3.000000143,0.956630386,NA,Mid Channel,11.03391811,Longitudinal,1.831732444,1.48200224,5.241917864,0.460000047,0.575000028,0.800000038,1.391304347,0.151315797,Main,Main,NA,NA,NA,NA,NA,22
2564,Pocket Pool,Pk,53,NA,3.400000162,0.772548729,NA,Mid Channel,-9.100811478,Longitudinal,2.135153322,1.926677134,8.295008242,0.540000051,0.503115318,1.073312681,2.133333338,0.132398768,Main,"Main, Split",NA,NA,NA,NA,NA,22
2565,Pool,Po,56,NA,7.200000344,0.721031573,NA,Mid Channel,23.68897107,Diagonal,1.024354926,1.361033998,14.5774022,2.160000201,0.939130479,2.30000011,2.449074074,0.2471396,Main,Split,NA,NA,NA,NA,NA,22
2566,Pool,Po,57,NA,10.80000051,0.606788394,NA,Margin Detached,8.082039001,Longitudinal,2.846318935,2.691198085,7.653370044,3.500000334,1.006041892,3.478980707,3.458087318,0.264747866,Main,"Main, Split",NA,NA,NA,NA,NA,22
2567,Pool,Po,58,NA,13.40000064,0.613862749,NA,Margin Detached,-81.72408834,Transverse,2.18624507,2.064592499,11.12092175,5.010000467,1.217684901,4.114365276,3.37884232,0.320443395,Main,"Cut-off, Main",NA,NA,NA,NA,NA,22
2568,Pool,Po,59,NA,18.40000088,0.591888319,Elongated,Margin Attached,-2.416384841,Longitudinal,1.653958239,1.948526708,9.758828942,8.990000862,1.572767017,5.716041065,3.634385134,0.413886057,Main,Main,NA,NA,NA,NA,NA,22
2569,Pool,Po,60,NA,8.600000409,0.593330244,Elongated,Mid Channel,24.33171691,Diagonal,0.902170782,1.277611852,6.196275797,2.340000225,0.804357643,2.909153962,3.616741866,0.211673064,Main,Main,NA,NA,NA,NA,NA,22
2570,Pool,Po,61,NA,8.600000406,0.39106079,Elongated,Margin Attached,11.5242441,Longitudinal,2.195282033,1.941332958,21.20384049,1.229993674,0.387475331,3.226012131,8.325722627,0.101967192,Secondary,Anabranch,NA,NA,NA,NA,NA,22
2571,Pool,Po,62,NA,5.200000245,0.791263332,NA,Mid Channel,-28.39296438,Diagonal,3.340752594,3.406929016,8.309940817,1.190000117,0.764961008,1.555634993,2.033613447,0.201305529,"Main, Secondary","Main, Anabranch",NA,NA,NA,NA,NA,22
2572,Pool,Po,63,NA,31.6000015,0.377929334,Elongated,Margin Detached,4.546388011,Longitudinal,1.192596203,1.334740812,10.37776017,13.72000129,1.240601884,11.05914918,8.914341762,0.32647418,"Main, Secondary","Cut-off, Main, Anabranch",NA,NA,NA,NA,NA,22
2573,Pool,Po,64,NA,10.20000048,0.378520829,Elongated,Margin Detached,2.327950795,Longitudinal,2.134042403,1.959426081,6.862207814,1.550000155,0.417638387,3.711345017,8.886503563,0.109904839,Main,Main,NA,NA,NA,NA,NA,22
2574,Pool,Po,65,NA,7.000000333,0.661199852,NA,Mid Channel,-7.401030716,Longitudinal,0.959797547,1.24355378,3.484250896,1.780000172,0.781785347,2.276840024,2.912359551,0.205732986,Main,Main,NA,NA,NA,NA,NA,22
2575,Pool,Po,66,NA,11.40000054,0.47986087,Elongated,Mid Channel,-5.641923518,Longitudinal,0.977497779,1.379973079,4.45697078,3.070000287,0.745125288,4.120112871,5.529422951,0.196085602,Main,Main,NA,NA,NA,NA,NA,22
2576,Pool,Po,67,NA,17.0000008,0.645214444,NA,Margin Attached,-66.22165608,Diagonal,2.701775981,2.520837854,24.45805072,4.949998382,1.273472871,3.894861512,3.058456604,0.33512444,Main,"Cut-off, Split",NA,NA,NA,NA,NA,22
2577,Pool,Po,68,NA,8.200000389,0.708995991,NA,Margin Attached,19.66611507,Diagonal,3.022923252,2.721930095,14.24454406,2.280000214,0.948759158,2.403139086,2.532928473,0.249673463,Main,"Cut-off, Main",NA,NA,NA,NA,NA,22
2578,Pool,Po,69,NA,10.20000049,0.630805276,NA,Margin Detached,-90.24193912,Transverse,1.182601943,1.672280389,13.7680641,0.050002835,0.892709559,2.85647243,3.199778026,0.234923568,Main,Main,NA,NA,NA,NA,NA,22
2579,Rapid,Ra,71,NA,16.60000079,0.454379465,Elongated,Margin Detached,-3.416525006,Longitudinal,3.14431935,2.995396393,11.65355194,6.550000612,1.030585728,6.355609674,6.166987861,0.271206771,Main,Main,NA,NA,NA,NA,NA,22
2580,Rapid,Ra,72,NA,83.14360613,0.516753286,Elongated,Margin Attached,-106.3847471,Diagonal,3.097009964,3.071439681,11.86758883,30.44044158,2.546960326,12.1441234,4.768085028,0.670252717,"Main, Secondary","Cut-off, Main, Anabranch",NA,NA,NA,NA,NA,22
2581,Rapid,Ra,73,NA,17.20000081,0.475610822,Elongated,Margin Attached,42.98033767,Diagonal,2.811367419,2.706640056,7.913128066,5.499993049,0.988502679,5.563971285,5.628686095,0.260132284,Main,Split,NA,NA,NA,NA,NA,22
2582,Riffle,Rf,74,NA,23.40000111,0.584156226,Elongated,Margin Attached,12.31816677,Longitudinal,1.51630167,1.586292782,6.432499866,11.5900011,1.762444727,6.576093378,3.731233823,0.463801244,Main,Main,NA,NA,NA,NA,NA,22
2583,Riffle,Rf,75,NA,17.40000083,0.812899171,NA,Mid Channel,-111.997653,Diagonal,1.172632844,1.322317394,3.86031638,7.820000741,2.014581471,3.881699924,1.926802157,0.530153019,"Main, Secondary","Main, Anabranch",NA,NA,NA,NA,NA,22
2584,Riffle,Rf,76,NA,9.600000458,0.785826821,NA,Margin Detached,-8.746546397,Longitudinal,2.052460877,2.089340008,7.27433548,3.190000302,1.243847012,2.564624324,2.061848684,0.327328161,Main,Main,NA,NA,NA,NA,NA,22
2585,Transition,Tr,77,NA,54.00000256,0.254612234,Elongated,Margin Attached,2.51560757,Longitudinal,2.251296407,2.155669791,6.503984661,10.24997332,0.725227404,14.2438095,19.64047335,0.190849317,Main,"Main, Split",NA,NA,NA,NA,NA,22
2586,Transition,Tr,78,NA,47.00000223,0.132493509,Elongated,Margin Detached,-0.24338171,Longitudinal,1.809254224,1.807152934,8.449069072,3.510027262,0.236301725,17.13910629,72.53060164,0.062184665,Main,Cut-off,NA,NA,NA,NA,NA,22
