,ValleyUnit,UnitShape,UnitForm,FormID,UnitID,Area,sthdNo.Redd,sthdNo.ReddBest,sthdSuitArea,sthdBestArea,sthdMedHSI,visit
5859,In-Channel,Concavity,Trough,24,24,0.549999817,NA,NA,0.429961826,NA,0.460000008,2771
5860,In-Channel,Concavity,Trough,25,25,0.84999972,NA,NA,0.389955094,NA,0.400000006,2771
5861,In-Channel,Concavity,Trough,26,26,2.22999927,NA,NA,NA,NA,0.300000012,2771
5862,In-Channel,Concavity,Trough,27,27,24.35999199,NA,NA,NA,NA,0.300000012,2771
5863,In-Channel,Concavity,Trough,28,28,3.149998972,NA,NA,NA,NA,0.300000012,2771
5864,In-Channel,Concavity,Trough,29,29,2.16999312,NA,NA,NA,NA,0.300000012,2771
5865,In-Channel,Concavity,Trough,31,31,0.829984933,NA,NA,NA,NA,0.209999993,2771
5866,In-Channel,Convexity,Mound,34,34,0.249987459,NA,NA,NA,NA,0.079999998,2771
5867,In-Channel,Convexity,Mound,38,38,1.550313214,NA,NA,0.020019856,NA,0.079999998,2771
5868,In-Channel,Convexity,Mound,39,39,0.330039021,NA,NA,NA,NA,0.079999998,2771
5869,In-Channel,Convexity,Mound,40,40,2.20E-06,NA,NA,NA,NA,0.079999998,2771
5870,In-Channel,Convexity,Mound,41,41,0.100009966,NA,NA,NA,NA,0.079999998,2771
5871,In-Channel,Convexity,Mound,42,42,1.330012808,NA,NA,NA,NA,0.079999998,2771
5872,In-Channel,Convexity,Mound,44,44,0.010000872,NA,NA,NA,NA,0.079999998,2771
5873,In-Channel,Convexity,Mound Transition,48,48,0.040045641,NA,NA,NA,NA,0.079999998,2771
5874,In-Channel,Convexity,Mound Transition,49,49,0.100005462,NA,NA,NA,NA,0.079999998,2771
5875,In-Channel,Convexity,Mound Transition,50,50,0.070020905,NA,NA,NA,NA,0.079999998,2771
5876,In-Channel,Convexity,Mound Transition,51,51,1.189994954,NA,NA,NA,NA,0.119999997,2771
5877,In-Channel,Convexity,Mound Transition,52,52,0.659999778,NA,NA,0.080035319,NA,0.270000011,2771
5878,In-Channel,Convexity,Mound Transition,53,53,0.469999833,NA,NA,0.200044007,NA,0.409999996,2771
5879,In-Channel,Convexity,Mound Transition,54,54,0.129999966,NA,NA,0.020024055,NA,0.660000026,2771
5880,In-Channel,Convexity,Mound Transition,55,55,2.179775291,NA,NA,0.059995405,NA,0.079999998,2771
5881,In-Channel,Convexity,Mound Transition,56,56,1.82022079,NA,NA,0.059997995,NA,0.079999998,2771
5882,In-Channel,Convexity,Mound Transition,57,57,0.169951378,NA,NA,NA,NA,0.079999998,2771
5883,In-Channel,Convexity,Mound Transition,58,58,0.109974462,NA,NA,NA,NA,0.079999998,2771
5884,In-Channel,Convexity,Mound Transition,59,59,0.520250956,NA,NA,NA,NA,0.079999998,2771
5885,In-Channel,Convexity,Mound Transition,60,60,0.469993692,NA,NA,NA,NA,0.079999998,2771
5886,In-Channel,Convexity,Mound Transition,61,61,0.579999456,NA,NA,NA,NA,0.079999998,2771
5887,In-Channel,Convexity,Mound Transition,62,62,0.38998517,NA,NA,NA,NA,0.079999998,2771
5888,In-Channel,Convexity,Mound Transition,63,63,0.380001049,NA,NA,NA,NA,0.079999998,2771
5889,In-Channel,Convexity,Mound Transition,64,64,0.849975654,NA,NA,NA,NA,0.079999998,2771
5890,In-Channel,Convexity,Saddle,75,75,21.72999284,NA,NA,4.910016383,NA,0.349999994,2771
5891,In-Channel,Convexity,Saddle,76,76,2.999999009,NA,NA,NA,NA,0.300000012,2771
5892,In-Channel,Planar,Plane,77,77,15.22973647,NA,NA,6.789739349,0.359954657,0.370000005,2771
5893,In-Channel,Planar,Plane,78,78,11.47960854,NA,NA,0.049981646,NA,0.25999999,2771
5894,In-Channel,Planar,Plane,79,79,5.539983386,NA,NA,NA,NA,0.25999999,2771
5895,In-Channel,Planar,Plane,80,80,44.83011615,NA,NA,11.53022723,1.190062524,0.300000012,2771
5896,In-Channel,Planar,Wall,83,83,0.309985687,NA,NA,NA,NA,0.079999998,2771
5897,In-Channel,Planar,Wall,84,84,0.140015671,NA,NA,NA,NA,0.079999998,2771
5898,In-Channel,Planar,Wall,85,85,0.69002912,NA,NA,NA,NA,0.079999998,2771
5899,In-Channel,Planar,Wall,87,87,0.57007025,NA,NA,0.020043765,NA,0.079999998,2771
5900,In-Channel,Planar,Wall,88,88,0.460065738,NA,NA,NA,NA,0.079999998,2771
5901,In-Channel,Planar,Wall,89,89,1.089746344,NA,NA,NA,NA,0.079999998,2771
5902,In-Channel,Planar,Wall,90,90,0.329908152,NA,NA,NA,NA,0.079999998,2771
5903,In-Channel,Planar,Wall,91,91,0.610128678,NA,NA,NA,NA,0.079999998,2771
5904,In-Channel,Planar,Wall,92,92,0.089999624,NA,NA,NA,NA,0.079999998,2771
5905,In-Channel,Planar,Wall,93,93,1.550067166,NA,NA,NA,NA,0.079999998,2771
5906,In-Channel,Planar,Wall,94,94,2.52006463,NA,NA,NA,NA,0.079999998,2771
5908,In-Channel,Concavity,Bowl,4,4,3.159998965,NA,NA,3.159998965,1.15E-05,0.720000029,2785
5909,In-Channel,Concavity,Bowl,7,7,2.059999325,NA,NA,1.849991465,0.18997592,0.579999983,2785
5910,In-Channel,Concavity,Bowl,8,8,4.819998419,NA,NA,3.559962887,0.049987361,0.579999983,2785
5911,In-Channel,Concavity,Bowl,9,9,1.669999446,NA,NA,NA,NA,0.079999998,2785
5912,In-Channel,Concavity,Bowl,10,10,41.54998635,NA,NA,6.09E-06,NA,0.079999998,2785
5913,In-Channel,Concavity,Bowl,11,11,0.36,NA,NA,NA,NA,NA,2785
5914,In-Channel,Concavity,Bowl,13,13,10.77999645,NA,NA,NA,NA,0.079999998,2785
5915,In-Channel,Concavity,Bowl,16,16,21.12999307,NA,NA,NA,NA,0.079999998,2785
5916,In-Channel,Concavity,Bowl,17,17,1.839999393,NA,NA,NA,NA,0.079999998,2785
5917,In-Channel,Concavity,Bowl,18,18,2.609999139,NA,NA,1.950030578,NA,0.50999999,2785
5918,In-Channel,Concavity,Bowl,19,19,9.539996849,NA,NA,NA,NA,0.079999998,2785
5919,In-Channel,Concavity,Bowl,20,20,8.519997199,NA,NA,6.150085974,0.630034193,0.49000001,2785
5920,In-Channel,Concavity,Bowl,21,21,1.55999949,NA,NA,NA,NA,0.079999998,2785
5921,In-Channel,Concavity,Bowl,22,22,20.67999318,NA,NA,11.64004634,NA,0.660000026,2785
5922,In-Channel,Concavity,Bowl,23,23,8.729997129,NA,NA,NA,NA,0.079999998,2785
5923,In-Channel,Concavity,Bowl,24,24,5.959910898,NA,NA,3.139978273,NA,0.430000007,2785
5924,In-Channel,Concavity,Bowl Transition,25,25,5.399998234,NA,NA,0.119982032,NA,0.079999998,2785
5925,In-Channel,Concavity,Bowl Transition,26,26,0.129999957,NA,NA,0.129999957,NA,0.540000021,2785
5926,In-Channel,Concavity,Bowl Transition,27,27,4.009998679,NA,NA,3.330029489,NA,0.300000012,2785
5927,In-Channel,Concavity,Bowl Transition,28,28,0.169999956,NA,NA,NA,NA,0.079999998,2785
5928,In-Channel,Concavity,Bowl Transition,29,29,7.509997525,NA,NA,0.310006827,NA,0.079999998,2785
5929,In-Channel,Concavity,Bowl Transition,30,30,0.129999959,NA,NA,0.129999959,0.059995824,0.800000012,2785
5930,In-Channel,Concavity,Bowl Transition,31,31,1.439999524,NA,NA,NA,NA,0.079999998,2785
5931,In-Channel,Concavity,Bowl Transition,32,32,7.789997434,NA,NA,NA,NA,0.079999998,2785
5932,In-Channel,Concavity,Bowl Transition,33,33,0.899999708,NA,NA,0.869981435,NA,0.524999976,2785
5933,In-Channel,Concavity,Bowl Transition,34,34,1.439992816,NA,NA,NA,NA,0.079999998,2785
5934,In-Channel,Concavity,Trough,36,36,1.4999995,NA,NA,1.079970318,0.040025164,0.680000007,2785
5935,In-Channel,Concavity,Trough,37,37,48.67995054,NA,NA,34.37006471,13.90008894,0.660000026,2785
5936,In-Channel,Concavity,Trough,41,41,30.75997862,NA,NA,1.640015594,0.04,0.079999998,2785
5937,In-Channel,Concavity,Trough,42,42,0.44,NA,NA,NA,NA,NA,2785
5938,In-Channel,Concavity,Trough,43,43,1.18999961,NA,NA,NA,NA,0.079999998,2785
5939,In-Channel,Concavity,Trough,44,44,3.270026008,NA,NA,NA,NA,0.079999998,2785
5940,In-Channel,Concavity,Trough,45,45,83.84983658,NA,NA,38.16981156,4.029969983,0.300000012,2785
5941,In-Channel,Concavity,Trough,46,46,0.069993275,NA,NA,0.059982917,NA,0.409999996,2785
5942,In-Channel,Convexity,Mound,53,53,0.980070016,NA,NA,0.040006096,NA,0.079999998,2785
5943,In-Channel,Convexity,Mound,57,57,17.54973044,NA,NA,0.059981594,NA,0.079999998,2785
5944,In-Channel,Convexity,Mound,59,59,0.230025729,NA,NA,NA,NA,0.079999998,2785
5945,In-Channel,Convexity,Mound,62,62,7.43E-06,NA,NA,NA,NA,NA,2785
5946,In-Channel,Convexity,Mound,63,63,0.130052981,NA,NA,NA,NA,0.079999998,2785
5947,In-Channel,Convexity,Mound,64,64,0.15994556,NA,NA,NA,NA,0.079999998,2785
5948,In-Channel,Convexity,Mound,65,65,1.039928759,NA,NA,NA,NA,0.079999998,2785
5949,In-Channel,Convexity,Mound,69,69,0.460172492,NA,NA,NA,NA,0.079999998,2785
5950,In-Channel,Convexity,Mound,70,70,9.500194487,NA,NA,6.90E-06,NA,0.079999998,2785
5951,In-Channel,Convexity,Mound,71,71,2.910190331,NA,NA,NA,NA,0.079999998,2785
5952,In-Channel,Convexity,Mound Transition,77,77,0.239999938,NA,NA,0.239999938,6.23E-05,0.920000017,2785
5953,In-Channel,Convexity,Mound Transition,78,78,0.289999901,NA,NA,0.260012233,0.220021581,0.920000017,2785
5954,In-Channel,Convexity,Mound Transition,79,79,0.159999942,NA,NA,NA,NA,0.079999998,2785
5955,In-Channel,Convexity,Mound Transition,82,82,0.95006364,NA,NA,1.23E-05,NA,0.079999998,2785
5956,In-Channel,Convexity,Mound Transition,85,85,0.159999941,NA,NA,1.54E-05,NA,0.079999998,2785
5957,In-Channel,Convexity,Mound Transition,86,86,0.119999956,NA,NA,0.119999956,0.119999956,0.920000017,2785
5958,In-Channel,Convexity,Mound Transition,87,87,0.029997421,NA,NA,NA,NA,0.300000012,2785
5959,In-Channel,Convexity,Mound Transition,88,88,0.119999956,NA,NA,NA,NA,0.244999997,2785
5960,In-Channel,Convexity,Mound Transition,90,90,1.769999415,NA,NA,0.399996675,0.219956983,0.079999998,2785
5961,In-Channel,Convexity,Mound Transition,91,91,0.630172151,NA,NA,0.039993904,NA,0.079999998,2785
5962,In-Channel,Convexity,Mound Transition,93,93,1.319999563,NA,NA,NA,NA,0.079999998,2785
5963,In-Channel,Convexity,Mound Transition,95,95,1.389990627,NA,NA,0.240017643,0.010003589,0.079999998,2785
5964,In-Channel,Convexity,Mound Transition,96,96,1.619999463,NA,NA,NA,NA,0.079999998,2785
5965,In-Channel,Convexity,Mound Transition,97,97,0.749891708,NA,NA,0.139967059,NA,0.079999998,2785
5966,In-Channel,Convexity,Mound Transition,99,99,0.680021325,NA,NA,NA,NA,0.079999998,2785
5967,In-Channel,Convexity,Mound Transition,105,105,0.010007463,NA,NA,NA,NA,0.079999998,2785
5968,In-Channel,Convexity,Mound Transition,107,107,0.299913246,NA,NA,NA,NA,0.079999998,2785
5969,In-Channel,Convexity,Mound Transition,108,108,1.660038936,NA,NA,0.05001629,NA,0.079999998,2785
5970,In-Channel,Convexity,Mound Transition,109,109,0.049985304,NA,NA,NA,NA,NA,2785
5971,In-Channel,Convexity,Mound Transition,111,111,0.160049078,NA,NA,NA,NA,0.079999998,2785
5972,In-Channel,Convexity,Mound Transition,117,117,1.68016428,NA,NA,6.82E-06,NA,0.079999998,2785
5973,In-Channel,Convexity,Mound Transition,118,118,0.139999949,NA,NA,2.06E-05,NA,0.079999998,2785
5974,In-Channel,Convexity,Mound Transition,119,119,0.060019873,NA,NA,NA,NA,0.079999998,2785
5975,In-Channel,Convexity,Mound Transition,120,120,0.010006208,NA,NA,NA,NA,NA,2785
5976,In-Channel,Convexity,Mound Transition,122,122,1.019999653,NA,NA,0.729967942,NA,0.550000012,2785
5977,In-Channel,Convexity,Mound Transition,123,123,5.829948671,NA,NA,0.070102361,NA,0.079999998,2785
5978,In-Channel,Convexity,Mound Transition,124,124,1.979973127,NA,NA,NA,NA,0.079999998,2785
5979,In-Channel,Convexity,Mound Transition,125,125,2.770010582,NA,NA,NA,NA,0.079999998,2785
5980,In-Channel,Convexity,Saddle,129,129,14.44995733,NA,NA,8.249966373,0.979966543,0.479999989,2785
5981,In-Channel,Convexity,Saddle,131,131,6.209997954,NA,NA,NA,NA,0.079999998,2785
5982,In-Channel,Convexity,Saddle,132,132,0.680030165,NA,NA,NA,NA,0.079999998,2785
5983,In-Channel,Convexity,Saddle,133,133,0.870025595,NA,NA,NA,NA,0.079999998,2785
5984,In-Channel,Planar,Plane,135,135,11.22998858,NA,NA,7.540289038,1.929987682,0.5,2785
5985,In-Channel,Planar,Plane,138,138,32.89019709,NA,NA,14.51985459,4.649965026,0.195,2785
5986,In-Channel,Planar,Plane,141,141,15.03981433,NA,NA,0.61001398,NA,0.079999998,2785
5987,In-Channel,Planar,Plane,142,142,2.049988014,NA,NA,NA,NA,0.079999998,2785
5988,In-Channel,Planar,Plane,143,143,5.289998258,NA,NA,4.199882996,NA,0.589999974,2785
5989,In-Channel,Planar,Plane,144,144,5.720047404,NA,NA,NA,NA,0.079999998,2785
5990,In-Channel,Planar,Plane,145,145,48.41022694,NA,NA,11.10020431,NA,0.079999998,2785
5991,In-Channel,Planar,Wall,151,151,14.23108592,NA,NA,1.690340724,0.390152992,0.079999998,2785
5992,In-Channel,Planar,Wall,152,152,9.069102405,NA,NA,3.149556015,1.269794381,0.379999995,2785
5993,In-Channel,Planar,Wall,154,154,0.959909798,NA,NA,NA,NA,0.079999998,2785
5994,In-Channel,Planar,Wall,155,155,2.909762339,NA,NA,0.029984494,NA,0.079999998,2785
5995,In-Channel,Planar,Wall,157,157,2.300431716,NA,NA,NA,NA,0.079999998,2785
5996,In-Channel,Planar,Wall,158,158,0.759912897,NA,NA,0.03999771,NA,0.079999998,2785
5997,In-Channel,Planar,Wall,159,159,12.91942719,NA,NA,1.749839059,NA,0.079999998,2785
5999,In-Channel,Concavity,Bowl,1,1,1.239985073,NA,NA,1.089974036,NA,0.49000001,2790
6000,In-Channel,Concavity,Bowl,2,2,3.529998837,NA,NA,3.310043103,NA,0.460000008,2790
6001,In-Channel,Concavity,Bowl,3,3,6.549997844,NA,NA,3.920040159,NA,0.419999987,2790
6002,In-Channel,Concavity,Bowl,4,4,7.649997484,NA,NA,6.179943719,NA,0.469999999,2790
6003,In-Channel,Concavity,Bowl,5,5,0.519999828,NA,NA,0.519999828,NA,0.550000012,2790
6004,In-Channel,Concavity,Bowl,6,6,1.039999653,NA,NA,1.039999653,NA,0.560000002,2790
6005,In-Channel,Concavity,Bowl,7,7,1.809999401,NA,NA,1.809999401,NA,0.569999993,2790
6006,In-Channel,Concavity,Bowl,8,8,2.649999126,NA,NA,2.230023719,NA,0.479999989,2790
6007,In-Channel,Concavity,Bowl,9,9,12.40999593,NA,NA,4.630030452,NA,0.270000011,2790
6008,In-Channel,Concavity,Bowl,10,10,2.96999902,NA,NA,2.520028896,NA,0.479999989,2790
6009,In-Channel,Concavity,Bowl,11,11,2.269999254,NA,NA,2.200022144,NA,0.560000002,2790
6010,In-Channel,Concavity,Bowl,12,12,8.819997101,NA,NA,7.829972167,NA,0.5,2790
6011,In-Channel,Concavity,Bowl,13,13,6.999997698,NA,NA,2.439968628,NA,0.134999998,2790
6012,In-Channel,Concavity,Bowl,14,14,1.909999368,NA,NA,NA,NA,0.209999993,2790
6013,In-Channel,Concavity,Bowl,15,15,4.829998404,NA,NA,3.749990135,NA,0.479999989,2790
6014,In-Channel,Concavity,Bowl,16,16,1.519999496,NA,NA,NA,NA,0.170000002,2790
6015,In-Channel,Concavity,Bowl,17,17,4.509954175,NA,NA,NA,NA,0.079999998,2790
6016,In-Channel,Concavity,Bowl,18,18,5.669998129,NA,NA,1.080055219,NA,0.270000011,2790
6017,In-Channel,Concavity,Bowl,19,19,2.509999177,NA,NA,NA,NA,0.079999998,2790
6018,In-Channel,Concavity,Bowl,20,20,0.819999731,NA,NA,0.420017862,NA,0.405000001,2790
6019,In-Channel,Concavity,Bowl,21,21,13.52999555,NA,NA,NA,NA,0.079999998,2790
6020,In-Channel,Concavity,Bowl,22,22,1.349999555,NA,NA,NA,NA,0.079999998,2790
6021,In-Channel,Concavity,Bowl,23,23,1.109999633,NA,NA,NA,NA,0.079999998,2790
6022,In-Channel,Concavity,Bowl,24,24,11.5199962,NA,NA,NA,NA,0.079999998,2790
6023,In-Channel,Concavity,Bowl,25,25,0.549999824,NA,NA,NA,NA,0.230000004,2790
6024,In-Channel,Concavity,Bowl,26,26,1.769999422,NA,NA,NA,NA,0.159999996,2790
6025,In-Channel,Concavity,Bowl,27,27,1.279999574,NA,NA,NA,NA,0.180000007,2790
6026,In-Channel,Concavity,Bowl,28,28,1.019999656,NA,NA,NA,NA,0.200000003,2790
6027,In-Channel,Concavity,Bowl,29,29,0.529999831,NA,NA,NA,NA,0.180000007,2790
6028,In-Channel,Concavity,Bowl,30,30,6.949997697,NA,NA,NA,NA,0.079999998,2790
6029,In-Channel,Concavity,Bowl,31,31,1.269999589,NA,NA,NA,NA,0.079999998,2790
6030,In-Channel,Concavity,Bowl Transition,32,32,0.909999698,NA,NA,0.150009421,NA,0.300000012,2790
6031,In-Channel,Concavity,Bowl Transition,33,33,0.129999957,NA,NA,0.129999957,NA,0.569999993,2790
6032,In-Channel,Concavity,Bowl Transition,34,34,2.009999348,NA,NA,2.009999348,NA,0.569999993,2790
6033,In-Channel,Concavity,Bowl Transition,35,35,1.549999491,NA,NA,0.130022798,NA,0.300000012,2790
6034,In-Channel,Concavity,Bowl Transition,36,36,3.23999893,NA,NA,1.759980288,NA,0.430000007,2790
6035,In-Channel,Concavity,Bowl Transition,37,37,0.199999932,NA,NA,0.199999932,NA,0.524999976,2790
6036,In-Channel,Concavity,Bowl Transition,38,38,2.279999255,NA,NA,1.880000632,NA,0.540000021,2790
6037,In-Channel,Concavity,Bowl Transition,39,39,4.329998584,NA,NA,NA,NA,0.219999999,2790
6038,In-Channel,Concavity,Bowl Transition,40,40,2.399999214,NA,NA,1.940009473,NA,0.560000002,2790
6039,In-Channel,Concavity,Bowl Transition,41,41,10.26999662,NA,NA,5.680023745,NA,0.430000007,2790
6040,In-Channel,Concavity,Bowl Transition,42,42,0.449999851,NA,NA,0.150035493,NA,0.379999995,2790
6041,In-Channel,Concavity,Bowl Transition,43,43,1.12999963,NA,NA,NA,NA,0.079999998,2790
6042,In-Channel,Concavity,Bowl Transition,44,44,1.269999582,NA,NA,NA,NA,0.079999998,2790
6043,In-Channel,Concavity,Bowl Transition,45,45,0.439999854,NA,NA,NA,NA,0.225000001,2790
6044,In-Channel,Concavity,Bowl Transition,46,46,0.26999991,NA,NA,NA,NA,0.230000004,2790
6045,In-Channel,Concavity,Bowl Transition,47,47,2.049999319,NA,NA,NA,NA,0.180000007,2790
6046,In-Channel,Concavity,Bowl Transition,48,48,0.6199998,NA,NA,0.110006509,NA,0.219999999,2790
6047,In-Channel,Concavity,Bowl Transition,49,49,0.149999949,NA,NA,NA,NA,0.079999998,2790
6048,In-Channel,Concavity,Bowl Transition,50,50,0.169999948,NA,NA,NA,NA,0.119999997,2790
6049,In-Channel,Concavity,Bowl Transition,51,51,0.14999995,NA,NA,NA,NA,0.209999993,2790
6050,In-Channel,Concavity,Bowl Transition,52,52,2.929999028,NA,NA,NA,NA,0.230000004,2790
6051,In-Channel,Concavity,Bowl Transition,53,53,2.389999236,NA,NA,NA,NA,0.209999993,2790
6052,In-Channel,Concavity,Bowl Transition,54,54,1.189999604,NA,NA,NA,NA,0.230000004,2790
6053,In-Channel,Concavity,Bowl Transition,55,55,4.119998628,NA,NA,NA,NA,0.100000001,2790
6054,In-Channel,Concavity,Trough,56,56,0.809999732,NA,NA,0.719970109,NA,0.5,2790
6055,In-Channel,Concavity,Trough,57,57,0.499999834,NA,NA,0.369995545,NA,0.484999999,2790
6056,In-Channel,Concavity,Trough,58,58,42.1599716,NA,NA,35.74982987,NA,0.550000012,2790
6057,In-Channel,Concavity,Trough,59,59,1.409999528,NA,NA,0.139979004,NA,0.090000004,2790
6058,In-Channel,Concavity,Trough,60,60,2.00999935,NA,NA,1.449979615,NA,0.469999999,2790
6059,In-Channel,Concavity,Trough,61,61,0.649999786,NA,NA,0.28005042,NA,0.389999986,2790
6060,In-Channel,Concavity,Trough,62,62,3.579998827,NA,NA,3.370042802,NA,0.610000014,2790
6061,In-Channel,Concavity,Trough,63,63,0.869999711,NA,NA,0.680014246,NA,0.550000012,2790
6062,In-Channel,Concavity,Trough,64,64,8.539997181,NA,NA,0.079999978,NA,0.090000004,2790
6063,In-Channel,Concavity,Trough,65,65,0.039997973,NA,NA,NA,NA,0.079999998,2790
6064,In-Channel,Concavity,Trough,66,66,3.559998826,NA,NA,2.609953268,NA,0.540000021,2790
6065,In-Channel,Concavity,Trough,67,67,16.10999467,NA,NA,12.41995895,NA,0.5,2790
6066,In-Channel,Concavity,Trough,68,68,16.40999459,NA,NA,NA,NA,0.200000003,2790
6067,In-Channel,Concavity,Trough,69,69,20.79999315,NA,NA,NA,NA,0.079999998,2790
6068,In-Channel,Concavity,Trough,70,70,64.72997872,NA,NA,12.57999236,0.549993809,0.129999995,2790
6069,In-Channel,Convexity,Mound,71,71,0.020034772,NA,NA,NA,NA,NA,2790
6070,In-Channel,Convexity,Mound,72,72,0.160200239,NA,NA,NA,NA,NA,2790
6071,In-Channel,Convexity,Mound,73,73,0.039981203,NA,NA,NA,NA,0.079999998,2790
6072,In-Channel,Convexity,Mound,74,74,0.230019607,NA,NA,NA,NA,0.079999998,2790
6073,In-Channel,Convexity,Mound,75,75,0.010002234,NA,NA,NA,NA,0.079999998,2790
6074,In-Channel,Convexity,Mound,76,76,0.659767724,NA,NA,NA,NA,0.079999998,2790
6075,In-Channel,Convexity,Mound,77,77,2.539757013,NA,NA,NA,NA,0.079999998,2790
6076,In-Channel,Convexity,Mound,78,78,0.009998191,NA,NA,NA,NA,0.079999998,2790
6077,In-Channel,Convexity,Mound,79,79,0.190153187,NA,NA,NA,NA,0.079999998,2790
6078,In-Channel,Convexity,Mound,80,80,0.319889154,NA,NA,NA,NA,0.079999998,2790
6079,In-Channel,Convexity,Mound,81,81,0.470079486,NA,NA,NA,NA,0.079999998,2790
6080,In-Channel,Convexity,Mound,82,82,0.600669063,NA,NA,NA,NA,0.079999998,2790
6081,In-Channel,Convexity,Mound,83,83,6.97E-10,NA,NA,NA,NA,0.079999998,2790
6082,In-Channel,Convexity,Mound,84,84,0.310074862,NA,NA,NA,NA,0.079999998,2790
6083,In-Channel,Convexity,Mound,85,85,0.060064785,NA,NA,NA,NA,0.079999998,2790
6084,In-Channel,Convexity,Mound,86,86,0.819982524,NA,NA,NA,NA,0.079999998,2790
6085,In-Channel,Convexity,Mound,87,87,4.15E-06,NA,NA,NA,NA,NA,2790
6086,In-Channel,Convexity,Mound,88,88,0.30011299,NA,NA,NA,NA,0.079999998,2790
6087,In-Channel,Convexity,Mound,89,89,0.81972831,NA,NA,NA,NA,0.079999998,2790
6088,In-Channel,Convexity,Mound,90,90,0.480327238,NA,NA,NA,NA,0.079999998,2790
6089,In-Channel,Convexity,Mound,91,91,0.780086783,NA,NA,NA,NA,0.079999998,2790
6090,In-Channel,Convexity,Mound,92,92,6.779590305,NA,NA,NA,NA,0.079999998,2790
6091,In-Channel,Convexity,Mound,94,94,0.290094425,NA,NA,NA,NA,0.079999998,2790
6092,In-Channel,Convexity,Mound,95,95,0.190033677,NA,NA,NA,NA,NA,2790
6093,In-Channel,Convexity,Mound Transition,96,96,0.619946449,NA,NA,NA,NA,0.079999998,2790
6094,In-Channel,Convexity,Mound Transition,97,97,2.540190024,NA,NA,2.84E-05,NA,0.079999998,2790
6095,In-Channel,Convexity,Mound Transition,98,98,0.189999936,NA,NA,NA,NA,0.079999998,2790
6096,In-Channel,Convexity,Mound Transition,99,99,0.970187249,NA,NA,4.62E-06,NA,0.079999998,2790
6097,In-Channel,Convexity,Mound Transition,100,100,0.629829811,NA,NA,NA,NA,0.079999998,2790
6098,In-Channel,Convexity,Mound Transition,101,101,0.20997491,NA,NA,NA,NA,0.079999998,2790
6099,In-Channel,Convexity,Mound Transition,102,102,2.170143905,NA,NA,2.47E-09,NA,0.079999998,2790
6100,In-Channel,Convexity,Mound Transition,103,103,0.230039762,NA,NA,1.69E-09,NA,0.079999998,2790
6101,In-Channel,Convexity,Mound Transition,104,104,0.240138313,NA,NA,NA,NA,0.079999998,2790
6102,In-Channel,Convexity,Mound Transition,105,105,0.970033261,NA,NA,3.19E-05,NA,0.079999998,2790
6103,In-Channel,Convexity,Mound Transition,106,106,0.239993249,NA,NA,NA,NA,0.079999998,2790
6104,In-Channel,Convexity,Mound Transition,107,107,0.340049955,NA,NA,2.58E-09,NA,0.079999998,2790
6105,In-Channel,Convexity,Mound Transition,108,108,0.319991235,NA,NA,NA,NA,0.079999998,2790
6106,In-Channel,Convexity,Mound Transition,109,109,6.119694174,NA,NA,0.069974151,NA,0.079999998,2790
6107,In-Channel,Convexity,Mound Transition,110,110,1.809834215,NA,NA,NA,NA,0.079999998,2790
6108,In-Channel,Convexity,Mound Transition,111,111,0.349979424,NA,NA,NA,NA,0.079999998,2790
6109,In-Channel,Convexity,Mound Transition,112,112,1.020096424,NA,NA,NA,NA,0.079999998,2790
6110,In-Channel,Convexity,Mound Transition,113,113,0.770173131,NA,NA,2.60E-09,NA,0.079999998,2790
6111,In-Channel,Convexity,Mound Transition,114,114,0.130006132,NA,NA,NA,NA,0.079999998,2790
6112,In-Channel,Convexity,Mound Transition,115,115,0.309941373,NA,NA,NA,NA,0.079999998,2790
6113,In-Channel,Convexity,Mound Transition,116,116,1.029955745,NA,NA,NA,NA,0.079999998,2790
6114,In-Channel,Convexity,Mound Transition,117,117,0.180005352,NA,NA,NA,NA,0.079999998,2790
6115,In-Channel,Convexity,Mound Transition,118,118,0.079970051,NA,NA,NA,NA,0.079999998,2790
6116,In-Channel,Convexity,Mound Transition,120,120,1.619963783,NA,NA,1.05E-05,NA,0.079999998,2790
6117,In-Channel,Convexity,Mound Transition,121,121,0.630054936,NA,NA,NA,NA,0.079999998,2790
6118,In-Channel,Convexity,Mound Transition,122,122,0.779963057,NA,NA,NA,NA,0.079999998,2790
6119,In-Channel,Convexity,Mound Transition,123,123,0.520038821,NA,NA,NA,NA,0.079999998,2790
6120,In-Channel,Convexity,Mound Transition,124,124,0.279987757,NA,NA,0.030000672,NA,0.079999998,2790
6121,In-Channel,Convexity,Mound Transition,125,125,1.179795413,NA,NA,NA,NA,0.079999998,2790
6122,In-Channel,Convexity,Mound Transition,126,126,0.259999914,NA,NA,NA,NA,0.079999998,2790
6123,In-Channel,Convexity,Mound Transition,127,127,1.779830842,NA,NA,NA,NA,0.079999998,2790
6124,In-Channel,Convexity,Mound Transition,128,128,1.570124091,NA,NA,NA,NA,0.079999998,2790
6125,In-Channel,Convexity,Mound Transition,129,129,0.219999931,NA,NA,NA,NA,0.079999998,2790
6126,In-Channel,Convexity,Mound Transition,130,130,0.409999874,NA,NA,NA,NA,0.079999998,2790
6127,In-Channel,Convexity,Mound Transition,131,131,0.249999916,NA,NA,NA,NA,0.079999998,2790
6128,In-Channel,Convexity,Mound Transition,132,132,0.550130274,NA,NA,NA,NA,0.079999998,2790
